Datacode,Rectype,Recyear,Recmonth,Recday,Watershed,Repsite,Spcode,Genus,Species,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,Total,Comments
PBG07,2,2011,9,22,c3sc,a,9,phoetaliot,nebrascen,,,1,,2,,1,1,1,,6,
PBG07,2,2011,9,22,c3sc,a,15,melanoplus,keeleri,,,,,,1,,,,,1,
PBG07,2,2011,9,22,c3sc,a,21,orphulella,speciosa,2,2,2,1,1,,2,,,5,15,
PBG07,2,2011,9,22,c3sc,b,12,melanoplus,femurrubr,,,,,,,,,1,,1,
PBG07,2,2011,9,22,c3sc,b,21,orphulella,speciosa,1,1,3,6,4,,,3,4,2,24,
PBG07,2,2011,9,22,c3sc,b,49,encoptolop,subgracil,,,,1,,,,,,,1,
PBG07,2,2011,9,22,c3sc,c,12,melanoplus,femurrubr,,,,,,,,,2,,2,
PBG07,2,2011,9,22,c3sc,c,21,orphulella,speciosa,3,2,2,1,3,2,6,,2,1,22,
PBG07,2,2011,9,22,c3sc,c,49,encoptolop,subgracil,,,1,1,,,,,1,,3,
PBG07,2,2011,9,22,c3sc,d,5,campylacan,olivacea,,,,,,,,1,,,1,
PBG07,2,2011,9,22,c3sc,d,12,melanoplus,femurrubr,,,1,,,,,,,,1,
PBG07,2,2011,9,22,c3sc,d,20,syrbula,admirabil,,,1,,,,,,,,1,
PBG07,2,2011,9,22,c3sc,d,21,orphulella,speciosa,4,2,4,3,3,6,4,5,8,3,42,
PBG07,2,2012,9,11,0c3b,C,34,arphia,simplex,,,1,,,,1,,,,2,
PBG07,2,2012,9,11,0c3b,C,40,arphia,sp.,,,,1,,,,,,,1,
PBG07,2,2012,9,11,0c3b,C,33,arphia,xanthopte,,,,,,1,,,,,1,
PBG07,2,2012,9,11,0c3b,C,19,eritettix,simplex,,1,,,,,,1,,1,3,
PBG07,2,2012,9,11,0c3b,C,15,melanoplus,keeleri,,,,,,,,1,,,1,
PBG07,2,2012,9,11,0c3b,C,24,opeia,obscura,,,,,,1,,,,,1,
PBG07,2,2012,9,11,0c3b,C,21,orphulella,speciosa,2,2,1,,,,1,2,,2,10,
PBG07,2,2012,9,11,0c3b,C,38,pardalopho,apiculata,1,,,,,,1,1,1,1,5,
PBG07,2,2012,9,11,0c3b,C,20,syrbula,admirabil,,,,,1,,,1,,,2,
PBG07,2,2012,9,11,0c3b,D,40,arphia,sp.,,,,2,,1,1,3,,2,9,
PBG07,2,2012,9,11,0c3b,D,5,campylacan,olivacea,,1,,,,,,,,,1,
PBG07,2,2012,9,11,0c3b,D,19,eritettix,simplex,1,,,,,,,,,1,2,
PBG07,2,2012,9,11,0c3b,D,15,melanoplus,keeleri,,,,,,,,1,,,1,
PBG07,2,2012,9,11,0c3b,D,21,orphulella,speciosa,,1,1,1,1,1,2,,1,1,9,
PBG07,2,2012,9,11,0c3b,D,38,pardalopho,apiculata,,,,1,,,,,,1,2,
PBG07,2,2012,9,11,0c3b,D,20,syrbula,admirabil,,,,1,,,,,,,1,
PBG07,2,2012,9,18,0c1a,A,40,arphia,sp.,,,,2,,1,,1,,1,5,
PBG07,2,2012,9,18,0c1a,A,33,arphia,xanthopte,,,,1,,,,,,,1,
PBG07,2,2012,9,18,0c1a,A,53,boopedon,sp.,,1,,,,,,,,,1,
PBG07,2,2012,9,18,0c1a,A,19,eritettix,simplex,1,1,,,,2,,2,,2,8,
PBG07,2,2012,9,18,0c1a,A,4,hypochlora,alba,,,,,,1,,,,,1,
PBG07,2,2012,9,18,0c1a,A,15,melanoplus,keeleri,,,,,,,,,1,,1,
PBG07,2,2012,9,18,0c1a,A,21,orphulella,speciosa,3,2,2,2,1,1,1,,1,,13,
PBG07,2,2012,9,18,0c1a,A,38,pardalopho,apiculata,8,4,1,5,1,7,3,3,1,4,37,
PBG07,2,2012,9,18,0c1a,A,9,phoetaliot,nebrascen,,,,,,1,,,,,1,
PBG07,2,2012,9,18,0c1a,B,34,arphia,simplex,1,,,,,,,,,,1,
PBG07,2,2012,9,18,0c1a,B,40,arphia,sp.,,,1,2,,,,,1,,4,
PBG07,2,2012,9,18,0c1a,B,53,boopedon,sp.,,,,1,1,,,,,,2,
PBG07,2,2012,9,18,0c1a,B,19,eritettix,simplex,,1,,,,,,1,,,2,
PBG07,2,2012,9,18,0c1a,B,15,melanoplus,keeleri,,,,1,,,,,,,1,
PBG07,2,2012,9,18,0c1a,B,21,orphulella,speciosa,,4,1,,2,5,4,2,3,,21,
PBG07,2,2012,9,18,0c1a,B,38,pardalopho,apiculata,5,7,1,2,4,,1,5,6,3,34,
PBG07,2,2012,9,18,0c3c,C,40,arphia,sp.,,1,1,,1,1,,1,,,5,
PBG07,2,2012,9,18,0c3c,C,19,eritettix,simplex,,1,1,,2,,,1,,1,6,
PBG07,2,2012,9,18,0c3c,C,15,melanoplus,keeleri,,,,,,,1,,,,1,
PBG07,2,2012,9,18,0c3c,C,21,orphulella,speciosa,,,1,,2,,2,3,2,,10,
PBG07,2,2012,9,18,0c3c,C,38,pardalopho,apiculata,1,4,5,4,2,2,6,,,4,28,
PBG07,2,2012,9,18,0c3c,C,9,phoetaliot,nebrascen,2,,,1,2,,1,1,,,7,
PBG07,2,2012,9,18,0c3c,D,40,arphia,sp.,,1,1,,3,1,,,,1,7,
PBG07,2,2012,9,18,0c3c,D,19,eritettix,simplex,,,,3,,1,,1,,,5,
PBG07,2,2012,9,18,0c3c,D,4,hypochlora,alba,,,,1,,,,,1,,2,
PBG07,2,2012,9,18,0c3c,D,15,melanoplus,keeleri,,1,1,,,,,,,,2,
PBG07,2,2012,9,18,0c3c,D,21,orphulella,speciosa,,2,1,,2,,,,1,1,7,
PBG07,2,2012,9,18,0c3c,D,38,pardalopho,apiculata,6,6,6,12,6,3,3,3,5,7,57,
PBG07,2,2012,9,18,0c3c,D,9,phoetaliot,nebrascen,,,,1,,,,,,1,2,
PBG07,2,2012,9,18,0c3c,D,20,syrbula,admirabil,,,,,1,,,,,,1,
PBG07,2,2012,9,20,0c3c,A,40,arphia,sp.,,,,1,1,1,1,1,,,5,
PBG07,2,2012,9,20,0c3c,A,19,eritettix,simplex,,,1,,,,,,,,1,
PBG07,2,2012,9,20,0c3c,A,4,hypochlora,alba,,,,,,,,,,1,1,
PBG07,2,2012,9,20,0c3c,A,15,melanoplus,keeleri,,,,1,,,,,,,1,
PBG07,2,2012,9,20,0c3c,A,21,orphulella,speciosa,2,2,1,,,1,,1,,,7,
PBG07,2,2012,9,20,0c3c,A,38,pardalopho,apiculata,3,4,2,,2,1,2,6,2,3,25,
PBG07,2,2012,9,20,0c3c,A,20,syrbula,admirabil,,,,,,,,,1,,1,
PBG07,2,2012,9,20,0c3c,B,34,arphia,simplex,,,,,,,,,,1,1,
PBG07,2,2012,9,20,0c3c,B,40,arphia,sp.,1,,,,2,1,1,,,,5,
PBG07,2,2012,9,20,0c3c,B,33,arphia,xanthopte,,,,2,,,,,,,2,
PBG07,2,2012,9,20,0c3c,B,33,arphia,xanthopte,,,,,,,,2,,,2,
PBG07,2,2012,9,20,0c3c,B,19,eritettix,simplex,,,,,,,,1,,,1,
PBG07,2,2012,9,20,0c3c,B,4,hypochlora,alba,,,,1,,,,,,,1,
PBG07,2,2012,9,20,0c3c,B,16,melanoplus,bivittatu,,,,,,,,,1,,1,
PBG07,2,2012,9,20,0c3c,B,12,melanoplus,femurrubr,,,,,,,1,,,,1,
PBG07,2,2012,9,20,0c3c,B,21,orphulella,speciosa,4,,1,1,,,,2,,,8,
PBG07,2,2012,9,20,0c3c,B,38,pardalopho,apiculata,,,5,3,1,,,1,5,3,18,
PBG07,2,2012,9,20,C3SA,D,34,arphia,simplex,,,,,,,,,1,,1,
PBG07,2,2012,9,20,C3SA,D,40,arphia,sp.,,,1,1,,,1,,,1,4,
PBG07,2,2012,9,20,C3SA,D,33,arphia,xanthopte,,,,,,,,,1,,1,
PBG07,2,2012,9,20,C3SA,D,31,chortophag,viridifas,,,,,1,,,,,,1,
PBG07,2,2012,9,20,C3SA,D,19,eritettix,simplex,,1,,,2,,,,,3,6,
PBG07,2,2012,9,20,C3SA,D,12,melanoplus,femurrubr,,,,,1,,,,,,1,
PBG07,2,2012,9,20,C3SA,D,15,melanoplus,keeleri,,,,,,,,,,1,1,
PBG07,2,2012,9,20,C3SA,D,21,orphulella,speciosa,2,1,,,2,,3,,4,3,15,
PBG07,2,2012,9,20,C3SA,D,20,syrbula,admirabil,,,,,,,,,1,,1,
PBG07,2,2012,9,23,0c1a,C,40,arphia,sp.,2,,1,3,,1,1,1,2,,11,
PBG07,2,2012,9,23,0c1a,C,19,eritettix,simplex,,,,,,,,1,,1,2,
PBG07,2,2012,9,23,0c1a,C,4,hypochlora,alba,1,,,1,1,,,,,,3,
PBG07,2,2012,9,23,0c1a,C,12,melanoplus,femurrubr,1,,,,,,1,,1,,3,
PBG07,2,2012,9,23,0c1a,C,21,orphulella,speciosa,1,2,1,2,,,1,,2,2,11,
PBG07,2,2012,9,23,0c1a,C,38,pardalopho,apiculata,3,1,1,,1,1,3,,1,1,12,
PBG07,2,2012,9,23,0c1a,D,34,arphia,simplex,,,,1,,,,1,,,2,
PBG07,2,2012,9,23,0c1a,D,40,arphia,sp.,1,,,,,,,,,,1,
PBG07,2,2012,9,23,0c1a,D,53,boopedon,sp.,,,,,,,,1,,,1,
PBG07,2,2012,9,23,0c1a,D,19,eritettix,simplex,,,,,,,,,,1,1,
PBG07,2,2012,9,23,0c1a,D,15,melanoplus,keeleri,,1,4,2,,1,1,,,1,10,
PBG07,2,2012,9,23,0c1a,D,21,orphulella,speciosa,1,2,2,,5,3,,,,2,15,
PBG07,2,2012,9,23,0c1a,D,38,pardalopho,apiculata,6,4,1,3,2,11,4,5,2,3,41,
PBG07,2,2012,9,23,C1SB,A,34,arphia,simplex,,,,,,,,,,1,1,
PBG07,2,2012,9,23,C1SB,A,40,arphia,sp.,,1,,,,,,1,,,2,
PBG07,2,2012,9,23,C1SB,A,12,melanoplus,femurrubr,,,,,,,,,,1,1,
PBG07,2,2012,9,23,C1SB,A,15,melanoplus,keeleri,,1,1,,,,,1,,,3,
PBG07,2,2012,9,23,C1SB,A,10,melanoplus,scudderi,,,,,,,,,,1,1,
PBG07,2,2012,9,23,C1SB,A,21,orphulella,speciosa,1,1,,,,,2,,2,,6,
PBG07,2,2012,9,23,C1SB,A,38,pardalopho,apiculata,,,,,,,,,1,,1,
PBG07,2,2012,9,23,C1SB,A,9,phoetaliot,nebrascen,,,,,1,,,,,1,2,
PBG07,2,2012,9,23,C1SB,B,34,arphia,simplex,1,1,,,,,,,,,2,
PBG07,2,2012,9,23,C1SB,B,40,arphia,sp.,,,,,1,1,,,1,,3,
PBG07,2,2012,9,23,C1SB,B,31,chortophag,viridifas,,,,,,1,,,,,1,
PBG07,2,2012,9,23,C1SB,B,19,eritettix,simplex,1,,,,,,,,1,1,3,
PBG07,2,2012,9,23,C1SB,B,4,hypochlora,alba,,,,,,,,1,,,1,
PBG07,2,2012,9,23,C1SB,B,16,melanoplus,bivittatu,,,,,,,,,,1,1,
PBG07,2,2012,9,23,C1SB,B,12,melanoplus,femurrubr,,,,,1,,,,,1,2,
PBG07,2,2012,9,23,C1SB,B,15,melanoplus,keeleri,,,,1,,,,,,,1,
PBG07,2,2012,9,23,C1SB,B,21,orphulella,speciosa,,,,,1,2,2,,,1,6,
PBG07,2,2012,9,23,C1SB,B,38,pardalopho,apiculata,1,,,,,,1,1,,,3,
PBG07,2,2012,9,23,C1SB,B,9,phoetaliot,nebrascen,,,,,,2,,,,,2,
PBG07,2,2012,9,23,C1SB,B,20,syrbula,admirabil,,,,,1,,,,,1,2,
PBG07,2,2012,9,23,C1SB,C,34,arphia,simplex,,,,1,,1,,,,,2,
PBG07,2,2012,9,23,C1SB,C,40,arphia,sp.,,,1,2,,,2,1,2,,8,
PBG07,2,2012,9,23,C1SB,C,19,eritettix,simplex,,1,1,,,,1,1,,,4,
PBG07,2,2012,9,23,C1SB,C,16,melanoplus,bivittatu,,,1,,,,,,,,1,
PBG07,2,2012,9,23,C1SB,C,12,melanoplus,femurrubr,1,,,,,,,,,,1,
PBG07,2,2012,9,23,C1SB,C,15,melanoplus,keeleri,,,,1,,,,,1,1,3,
PBG07,2,2012,9,23,C1SB,C,21,orphulella,speciosa,4,1,4,1,1,,2,1,4,4,22,
PBG07,2,2012,9,23,C1SB,C,38,pardalopho,apiculata,,,,1,,1,,1,1,,4,
PBG07,2,2012,9,23,C1SB,C,9,phoetaliot,nebrascen,,,,,,,,2,1,1,4,
PBG07,2,2012,9,23,C1SB,C,20,syrbula,admirabil,,,,,,,,1,,,1,
PBG07,2,2012,9,23,C1SB,D,34,arphia,simplex,,,,,1,,,,,,1,
PBG07,2,2012,9,23,C1SB,D,40,arphia,sp.,,,,1,,,1,1,,1,4,
PBG07,2,2012,9,23,C1SB,D,19,eritettix,simplex,1,,3,,,,,,,2,6,
PBG07,2,2012,9,23,C1SB,D,4,hypochlora,alba,,,,,,,1,,,,1,
PBG07,2,2012,9,23,C1SB,D,16,melanoplus,bivittatu,,,,,,1,,,,,1,
PBG07,2,2012,9,23,C1SB,D,12,melanoplus,femurrubr,,,,,,,,,1,,1,
PBG07,2,2012,9,23,C1SB,D,15,melanoplus,keeleri,,1,,,,1,1,1,1,,5,
PBG07,2,2012,9,23,C1SB,D,10,melanoplus,scudderi,,,,,,,1,,,,1,
PBG07,2,2012,9,23,C1SB,D,21,orphulella,speciosa,1,5,,1,3,,,,2,2,14,
PBG07,2,2012,9,23,C1SB,D,38,pardalopho,apiculata,1,,1,1,1,,,1,1,,6,
PBG07,2,2012,9,23,C1SB,D,20,syrbula,admirabil,,,,,,,,1,,,1,
PBG07,2,2012,9,23,C3SC,A,40,arphia,sp.,2,,1,2,,,2,,2,1,10,
PBG07,2,2012,9,23,C3SC,A,31,chortophag,viridifas,,,,,,,,1,,1,2,
PBG07,2,2012,9,23,C3SC,A,4,hypochlora,alba,,,,1,,,,,,,1,
PBG07,2,2012,9,23,C3SC,A,15,melanoplus,keeleri,,,,,,1,,,,,1,
PBG07,2,2012,9,23,C3SC,A,21,orphulella,speciosa,1,1,2,,,,,,,3,7,
PBG07,2,2012,9,23,C3SC,A,38,pardalopho,apiculata,1,3,2,,,1,,,,,7,
PBG07,2,2012,9,23,C3SC,A,9,phoetaliot,nebrascen,,,,,,,,1,,,1,
PBG07,2,2012,9,23,C3SC,B,40,arphia,sp.,2,1,1,1,2,,,1,,,8,
PBG07,2,2012,9,23,C3SC,B,12,melanoplus,femurrubr,,1,,,,1,,,,,2,
PBG07,2,2012,9,23,C3SC,B,21,orphulella,speciosa,,,,,1,,,,,,1,
PBG07,2,2012,9,23,C3SC,B,38,pardalopho,apiculata,,1,1,1,1,,1,,,,5,
PBG07,2,2012,9,23,C3SC,B,20,syrbula,admirabil,,,,,1,,,,,,1,
PBG07,2,2012,9,23,C3SC,C,34,arphia,simplex,,,,,,1,,,,,1,
PBG07,2,2012,9,23,C3SC,C,40,arphia,sp.,,,2,,2,1,,,,1,6,
PBG07,2,2012,9,23,C3SC,C,31,chortophag,viridifas,,,,,1,2,,,,1,4,
PBG07,2,2012,9,23,C3SC,C,12,melanoplus,femurrubr,,1,,,,,2,,,1,4,
PBG07,2,2012,9,23,C3SC,C,15,melanoplus,keeleri,,,,,,1,,1,,,2,
PBG07,2,2012,9,23,C3SC,C,21,orphulella,speciosa,2,,,,,1,,1,2,1,7,
PBG07,2,2012,9,23,C3SC,C,38,pardalopho,apiculata,,2,,2,,,,,1,,5,
PBG07,2,2012,9,23,C3SC,C,20,syrbula,admirabil,,,,1,,,,,,,1,
PBG07,2,2012,9,23,C3SC,C,41,unknown,,,2,,,,,,,2,,4,
PBG07,2,2012,9,23,C3SC,D,40,arphia,sp.,1,1,1,,,,,,,1,4,
PBG07,2,2012,9,23,C3SC,D,31,chortophag,viridifas,,1,,,,,,,,1,2,
PBG07,2,2012,9,23,C3SC,D,19,eritettix,simplex,,,1,,,,,,,,1,
PBG07,2,2012,9,23,C3SC,D,15,melanoplus,keeleri,1,,,1,,,,,,1,3,
PBG07,2,2012,9,23,C3SC,D,21,orphulella,speciosa,,,1,,1,2,2,1,1,3,11,
PBG07,2,2012,9,23,C3SC,D,38,pardalopho,apiculata,1,1,1,,1,1,1,,2,1,9,
PBG07,2,2012,9,23,C3SC,D,41,unknown,,,,,,,,,,1,,1,
PBG07,2,2012,9,24,C3SA,B,40,arphia,sp.,1,1,3,2,,1,1,2,1,1,13,
PBG07,2,2012,9,24,C3SA,B,33,arphia,xanthopte,,,,,1,,,,,,1,
PBG07,2,2012,9,24,C3SA,B,19,eritettix,simplex,,,1,1,,,,,3,,5,
PBG07,2,2012,9,24,C3SA,B,4,hypochlora,alba,,,,,,1,,,,,1,
PBG07,2,2012,9,24,C3SA,B,12,melanoplus,femurrubr,,,,,,2,,,,,2,
PBG07,2,2012,9,24,C3SA,B,15,melanoplus,keeleri,1,,,,,,,1,,,2,
PBG07,2,2012,9,24,C3SA,B,23,mermiria,bivitatta,,,,1,,,,,,,1,
PBG07,2,2012,9,24,C3SA,B,21,orphulella,speciosa,5,2,,2,,5,1,3,2,3,23,
PBG07,2,2012,9,24,C3SA,B,38,pardalopho,apiculata,1,2,3,3,2,,1,3,,1,16,
PBG07,2,2012,9,24,C3SA,C,33,arphia,xanthopte,,,,,,1,,,,,1,
PBG07,2,2012,9,24,C3SA,C,31,chortophag,viridifas,,,,1,,,,,,,1,
PBG07,2,2012,9,24,C3SA,C,19,eritettix,simplex,,,,,,,,,,1,1,
PBG07,2,2012,9,24,C3SA,C,12,melanoplus,femurrubr,1,,,,,,,,1,,2,
PBG07,2,2012,9,24,C3SA,C,21,orphulella,speciosa,,1,,,1,,1,,,,3,
PBG07,2,2012,9,24,C3SA,C,38,pardalopho,apiculata,,1,,,1,,1,,1,,4,
PBG07,2,2012,9,24,C3SA,C,9,phoetaliot,nebrascen,,,,1,,,,,,,1,
PBG07,2,2012,9,24,C3SA,C,41,unknown,,1,,,,,,,,,,1,
PBG07,2,2012,9,24,C3SB,A,34,arphia,simplex,,,,,,1,,,,,1,
PBG07,2,2012,9,24,C3SB,A,40,arphia,sp.,,,1,1,,,1,1,,2,6,
PBG07,2,2012,9,24,C3SB,A,31,chortophag,viridifas,,,,,1,,,,,1,2,
PBG07,2,2012,9,24,C3SB,A,4,hypochlora,alba,,,,1,,,,,,,1,
PBG07,2,2012,9,24,C3SB,A,12,melanoplus,femurrubr,,,1,,2,,,,,,3,
PBG07,2,2012,9,24,C3SB,A,21,orphulella,speciosa,,,,1,,,,,,,1,
PBG07,2,2012,9,24,C3SB,A,38,pardalopho,apiculata,,,,,,,1,,,,1,
PBG07,2,2012,9,24,C3SB,B,34,arphia,simplex,,,1,,,,,,,2,3,
PBG07,2,2012,9,24,C3SB,B,40,arphia,sp.,,1,1,,1,,1,,1,3,8,
PBG07,2,2012,9,24,C3SB,B,33,arphia,xanthopte,,,,,,,,,1,,1,
PBG07,2,2012,9,24,C3SB,B,15,melanoplus,keeleri,,,,,,,1,,,,1,
PBG07,2,2012,9,24,C3SB,B,21,orphulella,speciosa,,2,1,2,,,,,,1,6,
PBG07,2,2012,9,24,C3SB,B,38,pardalopho,apiculata,,,,2,,,,1,,1,4,
PBG07,2,2012,9,25,C3SA,A,34,arphia,simplex,,,,,,1,,,,,1,
PBG07,2,2012,9,25,C3SA,A,40,arphia,sp.,1,,1,1,,,,,,1,4,
PBG07,2,2012,9,25,C3SA,A,31,chortophag,viridifas,,,,1,,,,,,,1,
PBG07,2,2012,9,25,C3SA,A,19,eritettix,simplex,,,1,,1,1,,1,,,4,
PBG07,2,2012,9,25,C3SA,A,15,melanoplus,keeleri,,1,,1,,,,,,,2,
PBG07,2,2012,9,25,C3SA,A,21,orphulella,speciosa,,1,,,1,3,1,,,,6,
PBG07,2,2012,9,25,C3SA,A,38,pardalopho,apiculata,1,1,1,2,4,3,1,,3,1,17,
PBG07,2,2012,9,25,C3SA,A,9,phoetaliot,nebrascen,,,,,,,,1,,,1,
PBG07,2,2012,9,25,C3SA,A,20,syrbula,admirabil,,,,,,,1,,,,1,
PBG07,2,2012,9,25,C3SB,C,40,arphia,sp.,,,,,,,,,1,,1,
PBG07,2,2012,9,25,C3SB,C,23,mermiria,bivitatta,1,,,,,,,,,,1,
PBG07,2,2012,9,25,C3SB,C,21,orphulella,speciosa,,,,,1,,1,,,,2,
PBG07,2,2012,9,25,C3SB,C,38,pardalopho,apiculata,,,,,1,,,,,,1,
PBG07,2,2012,9,25,C3SB,C,9,phoetaliot,nebrascen,,1,,1,,,,,,,2,
PBG07,2,2012,9,25,C3SB,D,40,arphia,sp.,,,1,,,,3,,1,,5,
PBG07,2,2012,9,25,C3SB,D,19,eritettix,simplex,,,,1,1,,,,,,2,
PBG07,2,2012,9,25,C3SB,D,4,hypochlora,alba,,,1,,,,,,,,1,
PBG07,2,2012,9,25,C3SB,D,16,melanoplus,bivittatu,,,,1,,,,,,,1,
PBG07,2,2012,9,25,C3SB,D,21,orphulella,speciosa,,,1,,1,,1,,1,1,5,
PBG07,2,2012,9,25,C3SB,D,20,syrbula,admirabil,,1,,,,,,,,,1,
PBG07,2,2012,9,4,0c3a,A,40,arphia,sp.,1,,,,,,,,,,1,
PBG07,2,2012,9,4,0c3a,A,19,eritettix,simplex,,,,,,1,,,,,1,
PBG07,2,2012,9,4,0c3a,A,15,melanoplus,keeleri,,,,1,,,,,,,1,
PBG07,2,2012,9,4,0c3a,A,23,mermiria,bivitatta,,,,,,,1,,,,1,
PBG07,2,2012,9,4,0c3a,A,21,orphulella,speciosa,,,,2,2,,1,1,2,,8,
PBG07,2,2012,9,4,0c3a,B,34,arphia,simplex,,,,1,,,,,,,1,
PBG07,2,2012,9,4,0c3a,B,40,arphia,sp.,,,,,,,,,1,,1,
PBG07,2,2012,9,4,0c3a,B,33,arphia,xanthopte,1,,,,,1,,,,,2,
PBG07,2,2012,9,4,0c3a,B,12,melanoplus,femurrubr,,1,,,,,,,,,1,
PBG07,2,2012,9,4,0c3a,B,21,orphulella,speciosa,1,,1,,1,1,2,,2,,8,
PBG07,2,2012,9,4,0c3a,B,38,pardalopho,apiculata,,,,,,,,,,1,1,
PBG07,2,2012,9,4,0c3a,B,20,syrbula,admirabil,,,,,,,,,1,,1,
PBG07,2,2012,9,8,0c3a,C,40,arphia,sp.,,,,,1,,,,,,1,
PBG07,2,2012,9,8,0c3a,C,19,eritettix,simplex,,,,,,1,,,,,1,
PBG07,2,2012,9,8,0c3a,C,21,orphulella,speciosa,,1,1,1,,,,,,,3,
PBG07,2,2012,9,8,0c3a,D,34,arphia,simplex,,,,,,,1,,,,1,
PBG07,2,2012,9,8,0c3a,D,19,eritettix,simplex,3,,1,,1,,,1,,1,7,
PBG07,2,2012,9,8,0c3a,D,21,orphulella,speciosa,,,,1,,,,,,1,2,
PBG07,2,2012,9,8,0c3a,D,38,pardalopho,apiculata,,,,,,,,,1,,1,
PBG07,2,2012,9,8,0c3a,D,20,syrbula,admirabil,,,,,,1,,,,1,2,
PBG07,2,2012,9,9,0c3b,B,40,arphia,sp.,,1,2,,,,,,,,3,
PBG07,2,2012,9,9,0c3b,B,33,arphia,xanthopte,,,,,,,,,1,,1,
PBG07,2,2012,9,9,0c3b,B,19,eritettix,simplex,,1,,,,,,,,,1,
PBG07,2,2012,9,9,0c3b,B,15,melanoplus,keeleri,2,2,,,,,,,,1,5,
PBG07,2,2012,9,9,0c3b,B,23,mermiria,bivitatta,,,,,1,,,,,,1,
PBG07,2,2012,9,9,0c3b,B,21,orphulella,speciosa,3,2,,1,,,1,,2,2,11,
PBG07,2,2012,9,9,0c3b,B,20,syrbula,admirabil,,,,,,,,,,1,1,
PBG07,2,2013,8,13,0c1a,a,4,Hypochlora,alba,1,,,,,,,,,,1,
PBG07,2,2013,8,13,0c1a,a,5,Campylacantha,olivacea,,1,,,,,,,1,,2,
PBG07,2,2013,8,13,0c1a,a,7,Hesperotettix,viridis,,,1,,,,1,1,1,1,5,
PBG07,2,2013,8,13,0c1a,a,9,Phoetaliotes,nebrascensis,1,1,,2,2,,2,3,3,1,15,
PBG07,2,2013,8,13,0c1a,a,10,Melanoplus,scudderi,1,,1,1,,,,,,,3,
PBG07,2,2013,8,13,0c1a,a,12,Melanoplus,femurrubrum,,1,,,,,,,,,1,
PBG07,2,2013,8,13,0c1a,a,13,Melanoplus,packardii,,,1,,,,,,,,1,
PBG07,2,2013,8,13,0c1a,a,15,Melanoplus,keeleri,2,,3,2,7,5,4,,1,5,29,
PBG07,2,2013,8,13,0c1a,a,16,Melanoplus,bivittatus,,,1,1,,1,,,,,3,
PBG07,2,2013,8,13,0c1a,a,20,Syrbula,admirabilis,,,,,,,1,,,1,2,
PBG07,2,2013,8,13,0c1a,a,21,Orphulella,speciosa,9,17,15,3,11,10,14,13,9,6,107,
PBG07,2,2013,8,13,0c1a,a,29,Ageneotettix,deorum,,1,1,,,2,,,,,4,
PBG07,2,2013,8,13,0c1a,a,30,Mermiria,spp.,1,,,1,,2,,,,1,5,
PBG07,2,2013,8,13,0c1a,a,33,Arphia,xanthoptera,,,,,1,,,,,,1,
PBG07,2,2013,8,13,0c1a,a,40,Arphia,spp.,1,,,,,,1,,,,2,
PBG07,2,2013,8,13,0c1a,a,41,Unknown,,,,,,,1,,,,1,2,
PBG07,2,2013,8,13,0c1a,a,42,Schistocerca,obscura,,,1,,,,,,,1,2,
PBG07,2,2013,8,13,0c1a,a,56,Oecanthinae,spp.,,1,,,,,,,,,1,
PBG07,2,2013,8,13,0c1a,a,59,Tettigoniidae,spp.,1,,3,1,,,1,,,,6,
PBG07,2,2013,8,13,0c1a,b,4,Hypochlora,alba,,,,,1,,,,,,1,
PBG07,2,2013,8,13,0c1a,b,5,Campylacantha,olivacea,,,,,,,1,,,,1,
PBG07,2,2013,8,13,0c1a,b,9,Phoetaliotes,nebrascensis,,,,1,1,,,,,1,3,
PBG07,2,2013,8,13,0c1a,b,10,Melanoplus,scudderi,,,,,1,,,,,,1,
PBG07,2,2013,8,13,0c1a,b,12,Melanoplus,femurrubrum,,,1,1,,,,1,,,3,
PBG07,2,2013,8,13,0c1a,b,13,Melanoplus,packardii,,,,,,,2,,,,2,
PBG07,2,2013,8,13,0c1a,b,15,Melanoplus,keeleri,1,2,1,,,,3,,,2,9,
PBG07,2,2013,8,13,0c1a,b,16,Melanoplus,bivittatus,1,,,,,,,,,,1,
PBG07,2,2013,8,13,0c1a,b,20,Syrbula,admirabilis,,,,,1,,,,,,1,
PBG07,2,2013,8,13,0c1a,b,21,Orphulella,speciosa,12,6,6,13,9,13,9,17,6,12,103,
PBG07,2,2013,8,13,0c1a,b,30,Mermiria,spp.,2,,,1,,,2,1,,,6,
PBG07,2,2013,8,13,0c1a,b,33,Arphia,xanthoptera,1,,,,,,,,,,1,
PBG07,2,2013,8,13,0c1a,b,40,Arphia,spp.,,,,1,,,,,,,1,
PBG07,2,2013,8,13,0c1a,b,56,Oecanthinae,spp.,,1,,,,,,,,,1,
PBG07,2,2013,8,13,0c1a,b,59,Tettigoniidae,spp.,,,,1,,,,,1,,2,
PBG07,2,2013,8,13,0c1a,c,4,Hypochlora,alba,2,2,1,,,,,,1,1,7,
PBG07,2,2013,8,13,0c1a,c,5,Campylacantha,olivacea,1,,1,,,,,,1,2,5,
PBG07,2,2013,8,13,0c1a,c,7,Hesperotettix,viridis,,,,1,,1,,,,,2,
PBG07,2,2013,8,13,0c1a,c,9,Phoetaliotes,nebrascensis,,,2,2,3,2,,,,2,11,
PBG07,2,2013,8,13,0c1a,c,10,Melanoplus,scudderi,,,1,,1,1,1,,,,4,
