date,treatment,block,plot,subplot,subplot.t,vial.num,subfamily,genus,species,spec.code,count
2013-08-14,log,Valley,2,A,control,6470,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,log,Valley,2,A,control,6470,Formicinae,Camponotus,pennsylvanicus,campen,5
2013-08-14,log,Valley,2,A,control,6470,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2013-08-14,log,Valley,2,A,disturbance,6471,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-08-14,log,Valley,2,A,disturbance,6471,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,log,Valley,2,A,disturbance,6472,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,log,Valley,2,A,exclosure,6473,Myrmicinae,Stenamma,impar,steimp,1
2013-08-14,log,Valley,2,A,exclosure,6474,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,log,Valley,2,B,control,6475,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,log,Valley,2,B,control,6476,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,log,Valley,2,B,disturbance,6477,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,log,Valley,2,B,disturbance,6477,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,log,Valley,2,B,disturbance,6478,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-08-14,log,Valley,2,B,disturbance,6478,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,log,Valley,2,B,exclosure,6479,Myrmicinae,Stenamma,impar,steimp,1
2013-08-14,hemlock control,Valley,3,A,disturbance,6482,Formicinae,Camponotus,pennsylvanicus,campen,3
2013-08-14,hemlock control,Valley,3,A,disturbance,6483,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,hemlock control,Valley,3,A,disturbance,6483,Formicinae,Camponotus,pennsylvanicus,campen,24
2013-08-14,hemlock control,Valley,3,A,exclosure,6484,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-08-14,hemlock control,Valley,3,A,exclosure,6485,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,hemlock control,Valley,3,B,control,6486,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,hemlock control,Valley,3,B,exclosure,6489,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,log,Ridge,4,A,disturbance,6490,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-08-14,log,Ridge,4,A,exclosure,6491,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-08-14,log,Ridge,4,A,exclosure,6491,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-08-14,log,Ridge,4,A,exclosure,6491,Formicinae,Camponotus,pennsylvanicus,campen,2
2013-08-14,log,Ridge,4,A,exclosure,6492,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,log,Ridge,4,B,control,6493,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,log,Ridge,4,B,control,6493,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-08-14,log,Ridge,4,B,control,6494,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,log,Ridge,4,B,control,6494,Formicinae,Camponotus,novaeboracensis,camnov,1
2013-08-14,log,Ridge,4,B,control,6494,Formicinae,Camponotus,pennsylvanicus,campen,2
2013-08-14,log,Ridge,4,B,exclosure,6496,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2013-08-14,log,Ridge,4,B,exclosure,6497,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,log,Ridge,4,B,exclosure,6497,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-08-14,log,Ridge,4,B,exclosure,6497,Formicinae,Formica,subsericea,forsub3,2
2013-08-14,log,Ridge,4,B,exclosure,6497,Myrmicinae,Myrmica,AF-smi,myrsmi,3
2013-08-14,girdle,Ridge,5,A,control,6498,Myrmicinae,Aphaenogaster,picea,aphpic,7
2013-08-14,girdle,Ridge,5,A,control,6499,Myrmicinae,Myrmica,AF-smi,myrsmi,1
2013-08-14,girdle,Ridge,5,A,disturbance,6500,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,girdle,Ridge,5,A,disturbance,6501,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,girdle,Ridge,5,A,exclosure,6502,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,girdle,Ridge,5,A,exclosure,6503,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,girdle,Ridge,5,B,control,6504,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-08-14,girdle,Ridge,5,B,control,6504,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-08-14,girdle,Ridge,5,B,disturbance,6507,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,girdle,Ridge,5,B,disturbance,6507,Formicinae,Camponotus,pennsylvanicus,campen,2
2013-08-14,hemlock control,Ridge,6,A,disturbance,6509,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,hemlock control,Ridge,6,A,exclosure,6510,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,hemlock control,Ridge,6,B,disturbance,6513,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,hemlock control,Ridge,6,B,exclosure,6514,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,hardwood control,Ridge,7,A,exclosure,6515,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,hardwood control,Ridge,7,B,disturbance,6518,Formicinae,Camponotus,pennsylvanicus,campen,1
2013-08-14,hardwood control,Ridge,7,B,disturbance,6519,Formicinae,Formica,subsericea,forsub3,2
2013-08-14,hardwood control,Ridge,7,B,exclosure,6520,Formicinae,Formica,subsericea,forsub3,2
2013-08-14,hardwood control,Ridge,7,B,exclosure,6521,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,hardwood control,Valley,8,A,control,6523,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,hardwood control,Valley,8,A,control,6523,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,hardwood control,Valley,8,A,disturbance,6524,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,hardwood control,Valley,8,A,disturbance,6524,Formicinae,Formica,subsericea,forsub3,1
2013-08-14,hardwood control,Valley,8,A,disturbance,6524,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,hardwood control,Valley,8,A,disturbance,6525,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,hardwood control,Valley,8,A,disturbance,6525,Formicinae,Lasius,umbratus,lasumb,15
2013-08-14,hardwood control,Valley,8,A,exclosure,6526,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,hardwood control,Valley,8,A,exclosure,6527,Myrmicinae,Aphaenogaster,picea,aphpic,2
2013-08-14,hardwood control,Valley,8,A,exclosure,6527,Myrmicinae,Myrmica,punctiventris,myrpun,1
2013-08-14,hardwood control,Valley,8,B,control,6528,Myrmicinae,Aphaenogaster,picea,aphpic,1
2013-08-14,hardwood control,Valley,8,B,disturbance,6531,Myrmicinae,Aphaenogaster,picea,aphpic,3
2013-08-14,hardwood control,Valley,8,B,disturbance,6531,Formicinae,Formica,subsericea,forsub3,1
2014-06-04,hardwood control,Valley,8,B,disturbance,6600,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,hardwood control,Valley,8,B,control,6601,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,hardwood control,Valley,8,A,exclosure,6602,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-06-04,hardwood control,Valley,8,A,exclosure,6602,Myrmicinae,Myrmica,punctiventris,myrpun,2
2014-06-04,log,Valley,2,B,exclosure,6603,Myrmicinae,Aphaenogaster,picea,aphpic,10
2014-06-04,log,Valley,2,B,exclosure,6603,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,log,Valley,2,B,disturbance,6604,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-06-04,log,Valley,2,B,disturbance,6604,Formicinae,Formica,neogagates,forneo1,2
2014-06-04,log,Valley,2,A,disturbance,6605,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,log,Valley,2,A,disturbance,6605,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,girdle,Valley,1,B,exclosure,6606,Formicinae,Camponotus,pennsylvanicus,campen,2
2014-06-04,girdle,Valley,1,B,control,6607,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,girdle,Valley,1,B,control,6607,Formicinae,Lasius,alienus,lasali,1
2014-06-04,girdle,Valley,1,B,control,6607,Myrmicinae,Myrmica,punctiventris,myrpun,1
2014-06-04,hardwood control,Valley,8,B,exclosure,6608,Myrmicinae,Aphaenogaster,picea,aphpic,4
2014-06-04,hardwood control,Valley,8,B,exclosure,6608,Formicinae,Formica,subsericea,forsub3,2
2014-06-04,log,Valley,2,A,control,6609,Myrmicinae,Aphaenogaster,picea,aphpic,3
2014-06-04,log,Valley,2,A,control,6609,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,log,Valley,2,A,control,6609,Formicinae,Formica,subsericea,forsub3,2
2014-06-04,log,Valley,2,A,control,6609,Myrmicinae,Myrmica,sculptilis,myrscu,2
2014-06-04,log,Valley,2,A,control,6609,Myrmicinae,Myrmica,punctiventris,myrpun,2
2014-06-04,girdle,Valley,1,A,disturbance,6610,Formicinae,Camponotus,pennsylvanicus,campen,3
2014-06-04,log,Valley,2,A,exclosure,6611,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,log,Valley,2,A,exclosure,6611,Formicinae,Formica,subsericea,forsub3,1
2014-06-04,girdle,Valley,1,B,disturbance,6612,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,hemlock control,Valley,3,A,control,6613,Formicinae,Lasius,alienus,lasali,1
2014-06-04,hemlock control,Valley,3,A,control,6613,Myrmicinae,Stenamma,impar,steimp,1
2014-06-04,hemlock control,Valley,3,A,disturbance,6614,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,log,Valley,2,B,control,6615,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-06-04,hemlock control,Valley,3,B,control,6616,Formicinae,Lasius,alienus,lasali,2
2014-06-04,hemlock control,Ridge,6,B,exclosure,6617,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,hemlock control,Ridge,6,A,exclosure,6618,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,hemlock control,Ridge,6,B,disturbance,6619,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,hemlock control,Ridge,6,B,control,6620,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-06-04,hemlock control,Ridge,6,B,control,6620,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,girdle,Ridge,5,B,disturbance,6621,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-06-04,girdle,Ridge,5,B,disturbance,6621,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,girdle,Ridge,5,B,disturbance,6621,Formicinae,Lasius,alienus,lasali,1
2014-06-04,girdle,Ridge,5,A,exclosure,6622,Myrmicinae,Aphaenogaster,picea,aphpic,5
2014-06-04,log,Ridge,4,A,exclosure,6623,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,log,Ridge,4,A,disturbance,6624,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,log,Ridge,4,B,disturbance,6625,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,log,Ridge,4,B,disturbance,6625,Formicinae,Formica,subsericea,forsub3,1
2014-06-04,log,Ridge,4,B,exclosure,6626,Myrmicinae,Aphaenogaster,picea,aphpic,10
2014-06-04,log,Ridge,4,B,exclosure,6626,Formicinae,Formica,subsericea,forsub3,10
2014-06-04,log,Ridge,4,B,exclosure,6626,Myrmicinae,Myrmica,punctiventris,myrpun,10
2014-06-04,log,Ridge,4,B,control,6627,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-06-04,log,Ridge,4,B,control,6627,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-06-04,log,Ridge,4,B,control,6627,Myrmicinae,Temnothorax,longispinosus,temlon,1
2014-06-04,girdle,Ridge,5,B,exclosure,6628,Myrmicinae,Aphaenogaster,picea,aphpic,5
2014-06-04,girdle,Ridge,5,A,control,6629,Myrmicinae,Aphaenogaster,picea,aphpic,11
2014-06-04,girdle,Ridge,5,A,control,6629,Formicinae,Camponotus,pennsylvanicus,campen,11
2014-06-04,girdle,Ridge,5,A,control,6629,Formicinae,Formica,subsericea,forsub3,11
2014-06-04,girdle,Ridge,5,B,control,6631,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-06-04,hardwood control,Ridge,7,A,disturbance,6632,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-06-04,hardwood control,Ridge,7,A,disturbance,6632,Formicinae,Lasius,alienus,lasali,1
2014-06-04,hardwood control,Ridge,7,A,exclosure,6633,Myrmicinae,Aphaenogaster,picea,aphpic,3
2014-06-04,hardwood control,Ridge,7,B,disturbance,6634,Formicinae,Camponotus,pennsylvanicus,campen,4
2014-07-01,girdle,Valley,1,A,disturbance,6819,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-07-01,girdle,Valley,1,B,disturbance,6820,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,girdle,Valley,1,B,exclosure,6821,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,girdle,Valley,1,B,exclosure,6821,Formicinae,Camponotus,pennsylvanicus,campen,3
2014-07-01,girdle,Valley,1,A,control,6823,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,girdle,Valley,1,A,control,6823,Myrmicinae,Myrmecina,americana,myrame1,1
2014-07-01,girdle,Valley,1,A,control,6823,Myrmicinae,Myrmica,punctiventris,myrpun,2
2014-07-01,hemlock control,Valley,3,B,disturbance,6824,Myrmicinae,Aphaenogaster,picea,aphpic,6
2014-07-01,hemlock control,Valley,3,B,control,6825,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,hemlock control,Valley,3,A,control,6826,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,hemlock control,Valley,3,A,control,6826,Myrmicinae,Stenamma,impar,steimp,2
2014-07-01,log,Valley,2,A,disturbance,6827,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,hemlock control,Valley,3,A,disturbance,6828,Myrmicinae,Aphaenogaster,picea,aphpic,16
2014-07-01,hemlock control,Valley,3,A,disturbance,6828,Formicinae,Camponotus,pennsylvanicus,campen,9
2014-07-01,log,Valley,2,B,control,6829,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,log,Valley,2,B,disturbance,6830,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,log,Valley,2,B,disturbance,6830,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-07-01,log,Valley,2,B,exclosure,6831,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,log,Valley,2,A,exclosure,6832,Myrmicinae,Myrmica,sculptilis,myrscu,2
2014-07-01,log,Ridge,4,A,disturbance,6833,Myrmicinae,Aphaenogaster,picea,aphpic,6
2014-07-01,log,Ridge,4,A,control,6834,Myrmicinae,Temnothorax,longispinosus,temlon,1
2014-07-01,log,Ridge,4,B,control,6835,Myrmicinae,Aphaenogaster,picea,aphpic,3
2014-07-01,log,Ridge,4,B,control,6835,Formicinae,Formica,subsericea,forsub3,1
2014-07-01,log,Ridge,4,A,exclosure,6836,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,log,Ridge,4,A,exclosure,6836,Formicinae,Camponotus,novaeboracensis,camnov,1
2014-07-01,log,Ridge,4,B,disturbance,6837,Formicinae,Camponotus,novaeboracensis,camnov,1
2014-07-01,log,Ridge,4,B,disturbance,6837,Formicinae,Camponotus,pennsylvanicus,campen,2
2014-07-01,girdle,Ridge,5,B,disturbance,6838,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,girdle,Ridge,5,B,disturbance,6838,Formicinae,Camponotus,pennsylvanicus,campen,2
2014-07-01,girdle,Ridge,5,B,disturbance,6838,Formicinae,Formica,subsericea,forsub3,1
2014-07-01,girdle,Ridge,5,B,control,6839,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,girdle,Ridge,5,B,control,6839,Formicinae,Camponotus,pennsylvanicus,campen,4
2014-07-01,girdle,Ridge,5,B,control,6839,Formicinae,Formica,aserva,forase,1
2014-07-01,girdle,Ridge,5,B,control,6839,Formicinae,Formica,subaenescens,forsub1,7
2014-07-01,girdle,Ridge,5,A,control,6840,Myrmicinae,Aphaenogaster,picea,aphpic,3
2014-07-01,hemlock control,Ridge,6,A,exclosure,6841,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,hemlock control,Ridge,6,B,exclosure,6842,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,hemlock control,Ridge,6,B,exclosure,6842,Myrmicinae,Stenamma,impar,steimp,1
2014-07-01,hemlock control,Ridge,6,A,control,6843,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,girdle,Ridge,5,B,exclosure,6844,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,log,Valley,2,A,control,6845,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,log,Valley,2,A,control,6845,Formicinae,Camponotus,pennsylvanicus,campen,6
2014-07-01,log,Valley,2,A,control,6845,Formicinae,Formica,subsericea,forsub3,1
2014-07-01,log,Ridge,4,B,exclosure,6846,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,log,Ridge,4,B,exclosure,6846,Formicinae,Formica,subsericea,forsub3,1
2014-07-01,log,Ridge,4,B,exclosure,6846,Myrmicinae,Myrmica,nearctica,myrnea,1
2014-07-01,hardwood control,Ridge,7,A,exclosure,6847,Myrmicinae,Aphaenogaster,picea,aphpic,4
2014-07-01,hardwood control,Ridge,7,A,exclosure,6847,Myrmicinae,Stenamma,impar,steimp,1
2014-07-01,girdle,Ridge,5,A,disturbance,6848,Myrmicinae,Aphaenogaster,fulva,aphful,3
2014-07-01,girdle,Ridge,5,A,disturbance,6848,Formicinae,Camponotus,pennsylvanicus,campen,2
2014-07-01,girdle,Ridge,5,A,disturbance,6848,Formicinae,Lasius,alienus,lasali,1
2014-07-01,hardwood control,Valley,8,B,disturbance,6849,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,hardwood control,Valley,8,B,disturbance,6849,Formicinae,Formica,subsericea,forsub3,1
2014-07-01,hardwood control,Valley,8,B,disturbance,6849,Myrmicinae,Myrmica,punctiventris,myrpun,2
2014-07-01,hardwood control,Ridge,7,A,control,6850,Myrmicinae,Aphaenogaster,picea,aphpic,3
2014-07-01,hardwood control,Ridge,7,A,control,6850,Formicinae,Formica,neogagates,forneo1,1
2014-07-01,hardwood control,Ridge,7,B,control,6851,Formicinae,Formica,argentea,forarg,1
2014-07-01,hardwood control,Valley,8,A,exclosure,6852,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-07-01,hardwood control,Valley,8,A,control,6853,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-07-01,hardwood control,Valley,8,A,control,6853,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-07-01,hardwood control,Ridge,7,B,exclosure,6854,Formicinae,Formica,subsericea,forsub3,6
2014-07-01,hardwood control,Ridge,7,B,exclosure,6854,Myrmicinae,Myrmica,punctiventris,myrpun,2
2014-07-01,hardwood control,Ridge,7,A,disturbance,6855,Myrmicinae,Aphaenogaster,fulva,aphful,3
2014-07-01,hardwood control,Ridge,7,B,disturbance,6856,Formicinae,Camponotus,pennsylvanicus,campen,2
2014-07-01,hemlock control,Ridge,6,B,control,6857,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-07-01,hardwood control,Valley,8,A,disturbance,6858,Myrmicinae,Aphaenogaster,fulva,aphful,1
2014-07-01,hardwood control,Valley,8,A,disturbance,6858,Formicinae,Camponotus,pennsylvanicus,campen,3
2014-07-01,hardwood control,Valley,8,B,control,6859,Myrmicinae,Aphaenogaster,fulva,aphful,2
2014-07-01,hardwood control,Valley,8,B,control,6859,Formicinae,Formica,subsericea,forsub3,1
2014-08-05,hemlock control,Ridge,6,B,disturbance,6860,Formicinae,Camponotus,pennsylvanicus,campen,4
2014-08-05,hemlock control,Ridge,6,B,exclosure,6861,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,log,Ridge,4,A,exclosure,6862,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,log,Ridge,4,A,exclosure,6862,Formicinae,Camponotus,pennsylvanicus,campen,2
2014-08-05,log,Ridge,4,B,exclosure,6863,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-08-05,log,Ridge,4,B,exclosure,6863,Formicinae,Camponotus,pennsylvanicus,campen,5
2014-08-05,log,Ridge,4,B,exclosure,6863,Formicinae,Formica,subsericea,forsub3,1
2014-08-05,log,Ridge,4,B,disturbance,6864,Formicinae,Camponotus,pennsylvanicus,campen,2
2014-08-05,log,Ridge,4,B,disturbance,6864,Formicinae,Formica,subsericea,forsub3,2
2014-08-05,girdle,Ridge,5,B,control,6865,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,girdle,Ridge,5,B,control,6865,Myrmicinae,Temnothorax,longispinosus,temlon,1
2014-08-05,hardwood control,Ridge,7,A,exclosure,6866,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,girdle,Ridge,5,A,control,6868,Myrmicinae,Aphaenogaster,picea,aphpic,5
2014-08-05,girdle,Ridge,5,B,exclosure,6870,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,girdle,Ridge,5,B,disturbance,6871,Formicinae,Camponotus,pennsylvanicus,campen,8
2014-08-05,girdle,Ridge,5,A,disturbance,6872,Formicinae,Camponotus,novaeboracensis,camnov,1
2014-08-05,girdle,Ridge,5,A,disturbance,6872,Formicinae,Camponotus,pennsylvanicus,campen,4
2014-08-05,girdle,Valley,1,A,disturbance,6873,Formicinae,Camponotus,pennsylvanicus,campen,4
2014-08-05,log,Valley,2,B,control,6874,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-08-05,hemlock control,Valley,3,B,disturbance,6875,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,girdle,Valley,1,B,disturbance,6876,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-08-05,girdle,Valley,1,B,disturbance,6876,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-08-05,log,Valley,2,A,disturbance,6877,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,log,Valley,2,A,disturbance,6877,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-08-05,log,Valley,2,A,exclosure,6878,Myrmicinae,Myrmica,sculptilis,myrscu,1
2014-08-05,hemlock control,Valley,3,A,control,6879,Formicinae,Camponotus,pennsylvanicus,campen,6
2014-08-05,log,Valley,2,B,disturbance,6880,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,log,Valley,2,B,disturbance,6880,Formicinae,Camponotus,pennsylvanicus,campen,5
2014-08-05,log,Valley,2,B,disturbance,6880,Formicinae,Formica,subintegra,forsub2,16
2014-08-05,hemlock control,Ridge,6,A,control,6881,Myrmicinae,Aphaenogaster,picea,aphpic,2
2014-08-05,hardwood control,Ridge,7,B,exclosure,6882,Formicinae,Formica,subsericea,forsub3,1
2014-08-05,hemlock control,Valley,3,B,control,6883,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-08-05,girdle,Valley,1,B,control,6884,Formicinae,Camponotus,pennsylvanicus,campen,1
2014-08-05,hardwood control,Valley,8,B,control,6885,Formicinae,Camponotus,pennsylvanicus,campen,2
2014-08-05,hardwood control,Valley,8,A,exclosure,6886,Myrmicinae,Aphaenogaster,picea,aphpic,1
2014-08-05,hardwood control,Valley,8,A,control,6887,Formicinae,Formica,subintegra,forsub2,1
2014-08-05,hardwood control,Valley,8,A,disturbance,6888,Myrmicinae,Aphaenogaster,picea,aphpic,1
