DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,SOILTYPE,REPSITE,SPCODE,SPECIES,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,TOTAL,COMMENTS
CGR02,2,1982,7,28,004b,tu,b,12,melanoplus femurrubr,,2,2,,1,,,,,,5,
CGR02,2,1982,7,28,004b,tu,b,27,orphulella speciosa,,,1,,1,,,,,,2,
CGR02,2,1982,7,28,004b,tu,b,29,mermiria bivittata,,,,1,1,,,,,,2,
CGR02,2,1983,6,14,001d,fl,a,13,melanoplus packardii,,,,,,,,,,1,1,
CGR02,2,1983,6,14,001d,fl,a,15,melanoplus keeleri,,,,,1,,,,,,1,
CGR02,2,1983,6,14,001d,fl,a,17,melanoplus confusus,1,,,,,,,,,,1,
CGR02,2,1983,6,14,001d,fl,a,27,orphulella speciosa,,1,,,,,1,,,1,3,
CGR02,2,1983,6,14,001d,fl,b,15,melanoplus keeleri,,,,1,,,,,,,1,
CGR02,2,1983,6,14,001d,fl,b,16,melanoplus bivittatu,,,2,,,,1,,1,,4,
CGR02,2,1983,6,14,001d,fl,b,17,melanoplus confusus,,,,,,,,,1,,1,
CGR02,2,1983,6,14,001d,fl,b,27,orphulella speciosa,1,,,,,,1,,,,2,
CGR02,2,1983,6,15,001d,tu,a,15,melanoplus keeleri,,,,,,,,,,1,1,
CGR02,2,1983,6,15,001d,tu,a,16,melanoplus bivittatu,,1,,,,,2,,,1,4,
CGR02,2,1983,6,15,001d,tu,a,27,orphulella speciosa,,,4,,2,,,,2,2,10,
CGR02,2,1983,6,15,001d,tu,b,4,hypochlora alba,,,,,,,1,,,,1,
CGR02,2,1983,6,15,001d,tu,b,10,melanoplus scudderi,,,1,,,,,,,,1,
CGR02,2,1983,6,15,001d,tu,b,13,melanoplus packardii,,,,,,1,,,2,,3,
CGR02,2,1983,6,15,001d,tu,b,15,melanoplus keeleri,,,,,,1,,,,,1,
CGR02,2,1983,6,15,001d,tu,b,27,orphulella speciosa,,,,1,,3,,,,1,5,
CGR02,2,1983,6,15,004b,fl,a,4,hypochlora alba,,,,,,2,,,,,2,
CGR02,2,1983,6,15,004b,fl,a,16,melanoplus bivittatu,,,,2,,,,,,,2,
CGR02,2,1983,6,15,004b,fl,a,32,boopedon auriventr,1,1,,,,,,,,,2,
CGR02,2,1983,6,15,004b,fl,b,4,hypochlora alba,,,,,,,2,,,1,3,
CGR02,2,1983,6,15,004b,fl,b,16,melanoplus bivittatu,,,,,,1,2,,,,3,
CGR02,2,1983,6,9,004b,tu,a,16,melanoplus bivittatu,1,,3,1,1,1,,,,,7,
CGR02,2,1983,6,9,004b,tu,b,16,melanoplus bivittatu,,,1,2,3,1,1,2,2,,12,
CGR02,2,1983,6,15,000b,fl,a,16,melanoplus bivittatu,,,,1,,1,,,,,2,
CGR02,2,1983,6,9,000b,tu,a,31,pseudopoma brachypte,,,1,,,,,,,,1,
CGR02,2,1983,6,9,000b,tu,b,16,melanoplus bivittatu,,,,,,,,1,,,1,
CGR02,2,1983,6,14,n01b,fl,b,25,eritettix simplex,,,,,,,,,,2,2,
CGR02,2,1983,6,14,n01b,fl,b,31,pseudopoma brachypte,,,,,,,,,1,,1,
CGR02,2,1983,6,7,n01b,tu,a,31,pseudopoma brachypte,,,,1,1,,,,,,2,
CGR02,2,1983,6,7,n01b,tu,b,16,melanoplus bivittatu,,,,,1,,,,,,1,
CGR02,2,1983,6,7,n01b,tu,b,31,pseudopoma brachypte,,1,,,,,,,,,1,
CGR02,2,1983,6,7,n01b,tu,b,90,unknown,,1,1,1,,,,,2,,5,
CGR02,2,1983,6,15,n04d,fl,a,4,hypochlora alba,,,,,,,,1,,,1,
CGR02,2,1983,6,15,n04d,fl,a,16,melanoplus bivittatu,,1,,,,1,,,,,2,
CGR02,2,1983,6,15,n04d,fl,a,8,hesperotet species,,,,,,2,,,,,2,
CGR02,2,1983,6,14,n00b,fl,a,25,eritettix simplex,,,,,,1,,,,,1,
CGR02,2,1983,6,14,n00b,fl,a,48,arphia simplex,,,,,1,,,,,,1,
CGR02,2,1983,6,14,n00b,fl,b,16,melanoplus bivittatu,2,,,1,,,,,,,3,
CGR02,2,1983,6,14,n00b,fl,b,31,pseudopoma brachypte,1,,,,,,,,,,1,
CGR02,2,1983,6,7,n00b,tu,a,16,melanoplus bivittatu,,,,1,,,,,,,1,
CGR02,2,1983,6,7,n00b,tu,a,17,melanoplus confusus,1,,,,,,,,,,1,
CGR02,2,1983,6,7,n00b,tu,a,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1983,6,7,n00b,tu,a,25,eritettix simplex,2,,,,,,,1,,,3,
CGR02,2,1983,6,7,n00b,tu,a,31,pseudopoma brachypte,1,,,1,,,,,,,2,
CGR02,2,1983,6,7,n00b,tu,a,90,unknown,,1,,,1,,,,,,2,
CGR02,2,1983,6,7,n00b,tu,b,17,melanoplus confusus,,1,,,,,,,,,1,
CGR02,2,1983,6,7,n00b,tu,b,25,eritettix simplex,,,,,,1,1,1,,,3,
CGR02,2,1983,6,7,n00b,tu,b,90,unknown,,1,,,,,,3,1,,5,
CGR02,2,1983,7,12,001d,fl,a,9,phoetaliot nebrascen,1,2,2,,1,3,4,4,2,2,21,
CGR02,2,1983,7,12,001d,fl,a,16,melanoplus bivittatu,1,,,,,1,,,,1,3,
CGR02,2,1983,7,12,001d,fl,a,27,orphulella speciosa,7,11,10,8,7,13,14,12,4,10,96,
CGR02,2,1983,7,12,001d,fl,a,32,boopedon auriventr,,,,,,,1,,,,1,
CGR02,2,1983,7,12,001d,fl,a,90,unknown,2,,1,,,,,,,,3,
CGR02,2,1983,7,12,001d,fl,b,9,phoetaliot nebrascen,,1,1,,1,1,,,1,,5,
CGR02,2,1983,7,12,001d,fl,b,15,melanoplus keeleri,,,,,,,,,2,,2,
CGR02,2,1983,7,12,001d,fl,b,27,orphulella speciosa,4,4,6,2,3,3,4,9,3,2,40,
CGR02,2,1983,7,19,001d,tu,a,9,phoetaliot nebrascen,,,2,2,1,,1,1,,1,8,
CGR02,2,1983,7,19,001d,tu,a,12,melanoplus femurrubr,,,,1,,,,,,,1,
CGR02,2,1983,7,19,001d,tu,a,16,melanoplus bivittatu,,,1,,,,,2,,,3,
CGR02,2,1983,7,19,001d,tu,a,27,orphulella speciosa,29,20,28,23,11,11,10,5,2,6,145,
CGR02,2,1983,7,19,001d,tu,b,9,phoetaliot nebrascen,,,2,,,,,,,,2,
CGR02,2,1983,7,19,001d,tu,b,27,orphulella speciosa,2,,6,7,2,4,4,1,3,5,34,
CGR02,2,1983,7,19,001d,tu,b,90,unknown,1,,,,,,,,,,1,
CGR02,2,1983,7,13,004b,fl,a,4,hypochlora alba,1,,,,,,,,1,,2,
CGR02,2,1983,7,13,004b,fl,a,9,phoetaliot nebrascen,34,18,9,5,,4,6,2,5,11,94,
CGR02,2,1983,7,13,004b,fl,a,10,melanoplus scudderi,4,4,4,,2,,3,2,4,6,29,
CGR02,2,1983,7,13,004b,fl,a,15,melanoplus keeleri,5,2,2,,,,,,1,,10,
CGR02,2,1983,7,13,004b,fl,a,16,melanoplus bivittatu,,,,,,,,,,1,1,
CGR02,2,1983,7,13,004b,fl,a,27,orphulella speciosa,2,,,,,,1,,1,2,6,
CGR02,2,1983,7,13,004b,fl,a,29,mermiria bivittata,1,1,,,,,,,,,2,
CGR02,2,1983,7,13,004b,fl,a,32,boopedon auriventr,,,,,,1,,,,,1,
CGR02,2,1983,7,13,004b,fl,a,90,unknown,1,5,5,6,1,4,,,3,5,30,
CGR02,2,1983,7,13,004b,fl,b,4,hypochlora alba,,,,,1,,,,,1,2,
CGR02,2,1983,7,13,004b,fl,b,9,phoetaliot nebrascen,,3,5,2,10,,2,2,,5,29,
CGR02,2,1983,7,13,004b,fl,b,10,melanoplus scudderi,,2,,,,,2,1,2,1,8,
CGR02,2,1983,7,13,004b,fl,b,15,melanoplus keeleri,,,,,,,1,,1,,2,
CGR02,2,1983,7,13,004b,fl,b,16,melanoplus bivittatu,2,,,1,1,,,,1,1,6,
CGR02,2,1983,7,13,004b,fl,b,27,orphulella speciosa,,4,,,3,,2,,1,1,11,
CGR02,2,1983,7,13,004b,tu,a,4,hypochlora alba,1,,,,,,,,,,1,
CGR02,2,1983,7,13,004b,tu,a,9,phoetaliot nebrascen,6,4,,,1,1,,,,,12,
CGR02,2,1983,7,13,004b,tu,a,12,melanoplus femurrubr,1,,,,2,2,,,,,5,
CGR02,2,1983,7,13,004b,tu,a,16,melanoplus bivittatu,,,,,1,,,,,,1,
CGR02,2,1983,7,13,004b,tu,a,90,unknown,,,,,,2,,,1,,3,
CGR02,2,1983,7,13,004b,tu,b,9,phoetaliot nebrascen,2,2,3,6,3,,,3,2,,21,
CGR02,2,1983,7,13,004b,tu,b,10,melanoplus scudderi,,,,1,,2,,,2,,5,
CGR02,2,1983,7,13,004b,tu,b,12,melanoplus femurrubr,,,,,1,1,,,,,2,
CGR02,2,1983,7,13,004b,tu,b,16,melanoplus bivittatu,,,,,,,,1,,,1,
CGR02,2,1983,7,13,004b,tu,b,27,orphulella speciosa,,,,,1,,,,1,,2,
CGR02,2,1983,7,13,004b,tu,b,29,mermiria bivittata,,1,,,,,1,,,,2,
CGR02,2,1983,7,13,004b,tu,b,90,unknown,,2,1,1,1,,3,,3,5,16,
CGR02,2,1983,7,19,000b,fl,a,9,phoetaliot nebrascen,,,,,,,4,1,,,5,
CGR02,2,1983,7,19,000b,fl,a,15,melanoplus keeleri,,,,,1,,,2,,,3,
CGR02,2,1983,7,19,000b,fl,a,16,melanoplus bivittatu,,,,,,,,1,,,1,
CGR02,2,1983,7,19,000b,fl,a,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1983,7,19,000b,fl,b,9,phoetaliot nebrascen,,1,,1,4,,,,,,6,
CGR02,2,1983,7,19,000b,fl,b,10,melanoplus scudderi,,3,1,,2,,,,,,6,
CGR02,2,1983,7,13,000b,tu,a,8,hesperotet species,,,,,,,,,2,,2,
CGR02,2,1983,7,13,000b,tu,a,31,pseudopoma brachypte,1,,,,,,,,,,1,
CGR02,2,1983,7,13,000b,tu,b,9,phoetaliot nebrascen,,,,,,,1,,1,,2,
CGR02,2,1983,7,19,n01b,fl,a,4,hypochlora alba,,2,,,,1,,,,,3,
CGR02,2,1983,7,19,n01b,fl,a,8,hesperotet species,1,,,,,,,,,,1,
CGR02,2,1983,7,19,n01b,fl,a,9,phoetaliot nebrascen,,,,2,3,,,,3,,8,
CGR02,2,1983,7,19,n01b,fl,a,10,melanoplus scudderi,1,,1,,4,,,3,1,1,11,
CGR02,2,1983,7,19,n01b,fl,a,12,melanoplus femurrubr,,,,1,,1,,1,2,,5,
CGR02,2,1983,7,19,n01b,fl,a,15,melanoplus keeleri,,,,,1,,,1,2,,4,
CGR02,2,1983,7,19,n01b,fl,b,3,paratylotr brunneri,,,,,,,1,,,,1,
CGR02,2,1983,7,19,n01b,fl,b,4,hypochlora alba,,,,1,2,,,2,,,5,
CGR02,2,1983,7,19,n01b,fl,b,9,phoetaliot nebrascen,3,,,,4,2,3,7,2,2,23,
CGR02,2,1983,7,19,n01b,fl,b,10,melanoplus scudderi,,2,3,1,,3,1,5,1,1,17,
CGR02,2,1983,7,19,n01b,fl,b,12,melanoplus femurrubr,,1,,,1,,,,,,2,
CGR02,2,1983,7,19,n01b,fl,b,15,melanoplus keeleri,,1,,,,3,2,2,1,,9,
CGR02,2,1983,7,19,n01b,fl,b,27,orphulella speciosa,,,,,1,,1,1,,,3,
CGR02,2,1983,7,12,n01b,tu,a,9,phoetaliot nebrascen,,,,,,,,,2,,2,
CGR02,2,1983,7,12,n01b,tu,a,10,melanoplus scudderi,,,,1,,,,2,2,,5,
CGR02,2,1983,7,12,n01b,tu,a,8,hesperotet species,,,,,,,1,,,,1,
CGR02,2,1983,7,13,n01b,tu,b,31,pseudopoma brachypte,,,,,,,,,1,,1,
CGR02,2,1983,7,19,n04d,fl,a,4,hypochlora alba,,,,4,6,7,15,12,18,7,69,
CGR02,2,1983,7,19,n04d,fl,a,8,hesperotet species,,,,,1,1,1,6,1,,10,
CGR02,2,1983,7,19,n04d,fl,a,9,phoetaliot nebrascen,,,,,11,1,3,5,3,1,24,
CGR02,2,1983,7,19,n04d,fl,a,10,melanoplus scudderi,,,,,6,1,2,1,,3,13,
CGR02,2,1983,7,19,n04d,fl,a,12,melanoplus femurrubr,,,,,,,,1,,,1,
CGR02,2,1983,7,19,n04d,fl,a,15,melanoplus keeleri,,,,,2,1,7,6,4,2,22,
CGR02,2,1983,7,19,n04d,fl,b,4,hypochlora alba,,,1,3,2,4,15,6,7,3,41,
CGR02,2,1983,7,19,n04d,fl,b,8,hesperotet species,,,,2,,,2,2,1,1,8,
CGR02,2,1983,7,19,n04d,fl,b,10,melanoplus scudderi,1,,,,,1,,,,2,4,
CGR02,2,1983,7,19,n04d,fl,b,12,melanoplus femurrubr,,,,,,1,,,,,1,
CGR02,2,1983,7,19,n04d,fl,b,15,melanoplus keeleri,1,,,,,,3,1,8,5,18,
CGR02,2,1983,7,19,n04d,fl,b,27,orphulella speciosa,,,,,,,,1,,1,2,
CGR02,2,1983,7,19,n04d,tu,a,4,hypochlora alba,1,,,1,1,1,7,5,6,2,24,
CGR02,2,1983,7,19,n04d,tu,a,8,hesperotet species,,,,1,,,10,6,1,9,27,
CGR02,2,1983,7,19,n04d,tu,a,9,phoetaliot nebrascen,22,33,32,24,35,24,19,24,20,32,265,
CGR02,2,1983,7,19,n04d,tu,a,10,melanoplus scudderi,1,2,4,9,6,9,6,14,6,9,66,
CGR02,2,1983,7,19,n04d,tu,a,12,melanoplus femurrubr,2,,3,,,,,,1,2,8,
CGR02,2,1983,7,19,n04d,tu,a,15,melanoplus keeleri,2,1,3,,,2,2,,3,5,18,
CGR02,2,1983,7,19,n04d,tu,a,27,orphulella speciosa,2,,,,1,,2,3,1,1,10,
CGR02,2,1983,7,19,n04d,tu,b,4,hypochlora alba,2,1,,,4,,,,,2,9,
CGR02,2,1983,7,19,n04d,tu,b,9,phoetaliot nebrascen,,,,,,,1,,,,1,
CGR02,2,1983,7,19,n04d,tu,b,10,melanoplus scudderi,,1,,,,1,1,1,,,4,
CGR02,2,1983,7,19,n04d,tu,b,12,melanoplus femurrubr,,,,,,,1,,,,1,
CGR02,2,1983,7,19,n04d,tu,b,15,melanoplus keeleri,,,,,4,,,,,,4,
CGR02,2,1983,7,12,n00b,fl,a,8,hesperotet species,,,,,,,1,,,2,3,
CGR02,2,1983,7,12,n00b,fl,a,9,phoetaliot nebrascen,,,2,1,,,1,2,,,6,
CGR02,2,1983,7,12,n00b,fl,a,10,melanoplus scudderi,,3,5,6,4,1,7,5,3,6,40,
CGR02,2,1983,7,12,n00b,fl,a,15,melanoplus keeleri,,3,2,,,,6,3,,5,19,
CGR02,2,1983,7,12,n00b,fl,a,27,orphulella speciosa,,,,,,,1,,,,1,
CGR02,2,1983,7,12,n00b,fl,a,29,mermiria bivittata,,,,,,,1,1,,,2,
CGR02,2,1983,7,12,n00b,fl,a,90,unknown,6,3,1,1,1,1,1,5,2,5,26,
CGR02,2,1983,7,12,n00b,fl,b,4,hypochlora alba,,2,,,,,,,,,2,
CGR02,2,1983,7,12,n00b,fl,b,10,melanoplus scudderi,,,,,,,2,1,,,3,
CGR02,2,1983,7,12,n00b,fl,b,15,melanoplus keeleri,,,,,,,4,3,,2,9,
CGR02,2,1983,7,12,n00b,fl,b,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1983,7,12,n00b,fl,b,26,syrbula admirabil,,,,,,,,1,,,1,
CGR02,2,1983,7,12,n00b,tu,a,4,hypochlora alba,,2,,1,,,2,,7,,12,
CGR02,2,1983,7,12,n00b,tu,a,9,phoetaliot nebrascen,,2,,,,,,,1,1,4,
CGR02,2,1983,7,12,n00b,tu,a,10,melanoplus scudderi,,4,4,,,,3,,9,,20,
CGR02,2,1983,7,12,n00b,tu,a,12,melanoplus femurrubr,,,,,,,,,1,,1,
CGR02,2,1983,7,12,n00b,tu,a,15,melanoplus keeleri,,,,,,,,1,9,2,12,
CGR02,2,1983,7,12,n00b,tu,a,8,hesperotet species,,,,,,,,1,,,1,
CGR02,2,1983,7,12,n00b,tu,a,27,orphulella speciosa,,,,1,,,,2,,1,4,
CGR02,2,1983,7,12,n00b,tu,b,4,hypochlora alba,1,1,1,,,,1,1,1,1,7,
CGR02,2,1983,7,12,n00b,tu,b,9,phoetaliot nebrascen,,,,,,,,2,,1,3,
CGR02,2,1983,7,12,n00b,tu,b,10,melanoplus scudderi,3,,,,,,2,1,,1,7,
CGR02,2,1983,7,12,n00b,tu,b,12,melanoplus femurrubr,2,,,,1,,,,,,3,
CGR02,2,1983,7,12,n00b,tu,b,15,melanoplus keeleri,4,1,,,,,,,,,5,
CGR02,2,1983,7,12,n00b,tu,b,8,hesperotet species,3,,2,4,4,,,,1,,14,
CGR02,2,1983,7,12,n00b,tu,b,27,orphulella speciosa,,,,,,1,3,,,,4,
CGR02,2,1983,8,5,001d,fl,a,9,phoetaliot nebrascen,7,4,3,9,4,1,5,2,,2,37,
CGR02,2,1983,8,5,001d,fl,a,10,melanoplus scudderi,,,,,,,,,3,,3,
CGR02,2,1983,8,5,001d,fl,a,12,melanoplus femurrubr,1,,,,,,,,,,1,
CGR02,2,1983,8,5,001d,fl,a,15,melanoplus keeleri,1,,1,,,,,,1,,3,
CGR02,2,1983,8,5,001d,fl,a,27,orphulella speciosa,17,12,20,16,17,14,16,9,18,14,153,
CGR02,2,1983,8,5,001d,fl,a,29,mermiria bivittata,,,,,,,1,,,,1,
CGR02,2,1983,8,5,001d,fl,b,9,phoetaliot nebrascen,,6,1,1,2,4,2,2,3,2,23,
CGR02,2,1983,8,5,001d,fl,b,10,melanoplus scudderi,,,,1,,,,,2,,3,
CGR02,2,1983,8,5,001d,fl,b,15,melanoplus keeleri,,,,2,1,,,1,,,4,
CGR02,2,1983,8,5,001d,fl,b,27,orphulella speciosa,13,7,8,8,7,6,9,3,8,10,79,
CGR02,2,1983,8,5,001d,tu,a,9,phoetaliot nebrascen,2,3,4,3,1,1,3,,1,1,19,
CGR02,2,1983,8,5,001d,tu,a,10,melanoplus scudderi,,,,,,2,,,,,2,
CGR02,2,1983,8,5,001d,tu,a,12,melanoplus femurrubr,,,,,,2,,,,,2,
CGR02,2,1983,8,5,001d,tu,a,15,melanoplus keeleri,,,,,,,,,1,,1,
CGR02,2,1983,8,5,001d,tu,a,8,hesperotet species,,,,,,1,,,,,1,
CGR02,2,1983,8,5,001d,tu,a,27,orphulella speciosa,15,9,11,9,30,25,37,24,15,16,191,
CGR02,2,1983,8,5,001d,tu,a,31,pseudopoma brachypte,,,,1,,,,,,,1,
CGR02,2,1983,8,5,001d,tu,b,9,phoetaliot nebrascen,,,3,,1,1,3,2,1,,11,
CGR02,2,1983,8,5,001d,tu,b,10,melanoplus scudderi,,,,,,,1,,1,,2,
CGR02,2,1983,8,5,001d,tu,b,16,melanoplus bivittatu,,,,,,,,2,,,2,
CGR02,2,1983,8,5,001d,tu,b,27,orphulella speciosa,7,13,11,6,5,14,7,11,4,5,83,
CGR02,2,1983,8,5,004b,fl,a,4,hypochlora alba,,1,2,1,7,10,4,4,2,6,37,
CGR02,2,1983,8,5,004b,fl,a,9,phoetaliot nebrascen,10,4,15,10,2,19,19,7,5,5,96,
CGR02,2,1983,8,5,004b,fl,a,10,melanoplus scudderi,1,,1,4,1,4,10,8,2,1,32,
CGR02,2,1983,8,5,004b,fl,a,15,melanoplus keeleri,3,4,1,,,1,7,1,2,1,20,
CGR02,2,1983,8,5,004b,fl,a,17,melanoplus confusus,,,,,1,,,,,,1,
CGR02,2,1983,8,5,004b,fl,a,26,syrbula admirabil,,,,,,,,1,,,1,
CGR02,2,1983,8,5,004b,fl,a,8,hesperotet species,,,,,1,,,,,,1,
CGR02,2,1983,8,5,004b,fl,a,27,orphulella speciosa,6,1,2,1,1,,,2,,1,14,
CGR02,2,1983,8,5,004b,fl,a,29,mermiria bivittata,,,1,,,,,,,,1,
CGR02,2,1983,8,5,004b,fl,a,45,chortophag viridifas,,1,,,,,,1,5,2,9,
CGR02,2,1983,8,5,004b,fl,b,4,hypochlora alba,,1,,,,2,,,,12,15,
CGR02,2,1983,8,5,004b,fl,b,9,phoetaliot nebrascen,22,7,6,10,9,4,15,13,16,8,110,
CGR02,2,1983,8,5,004b,fl,b,10,melanoplus scudderi,,4,2,1,1,6,3,7,1,3,28,
CGR02,2,1983,8,5,004b,fl,b,12,melanoplus femurrubr,,,1,,,,,,,,1,
CGR02,2,1983,8,5,004b,fl,b,15,melanoplus keeleri,2,2,2,,,1,,,,1,8,
CGR02,2,1983,8,5,004b,fl,b,17,melanoplus confusus,,1,,,,,,,,,1,
CGR02,2,1983,8,5,004b,fl,b,8,hesperotet species,,,1,,1,,,,,,2,
CGR02,2,1983,8,5,004b,fl,b,27,orphulella speciosa,2,1,1,1,1,,2,3,,1,12,
CGR02,2,1983,8,5,004b,fl,b,45,chortophag viridifas,,,,,,,,,,1,1,
CGR02,2,1983,8,5,004b,tu,a,4,hypochlora alba,2,1,,,,,,,,1,4,
CGR02,2,1983,8,5,004b,tu,a,9,phoetaliot nebrascen,21,23,20,15,13,15,19,28,25,17,196,
CGR02,2,1983,8,5,004b,tu,a,10,melanoplus scudderi,1,3,4,2,,2,4,7,1,1,25,
CGR02,2,1983,8,5,004b,tu,a,12,melanoplus femurrubr,9,7,8,2,3,3,6,12,3,5,58,
CGR02,2,1983,8,5,004b,tu,a,15,melanoplus keeleri,,,1,,,1,3,,,1,6,
CGR02,2,1983,8,5,004b,tu,a,8,hesperotet species,,,,,,,,,,1,1,
CGR02,2,1983,8,5,004b,tu,a,27,orphulella speciosa,2,1,1,4,5,1,1,1,2,,18,
CGR02,2,1983,8,5,004b,tu,a,29,mermiria bivittata,,,,1,,,,,,,1,
CGR02,2,1983,8,5,004b,tu,a,32,boopedon auriventr,,,,,1,,,,,,1,
CGR02,2,1983,8,5,004b,tu,b,4,hypochlora alba,2,,2,,1,2,,3,,3,13,
CGR02,2,1983,8,5,004b,tu,b,9,phoetaliot nebrascen,11,7,18,12,13,6,14,15,14,25,135,
CGR02,2,1983,8,5,004b,tu,b,10,melanoplus scudderi,5,2,6,1,1,,2,,3,4,24,
CGR02,2,1983,8,5,004b,tu,b,12,melanoplus femurrubr,9,4,5,4,8,2,10,9,4,2,57,
CGR02,2,1983,8,5,004b,tu,b,27,orphulella speciosa,2,2,2,6,5,3,2,2,2,3,29,
CGR02,2,1983,8,5,004b,tu,b,32,boopedon auriventr,,,1,,1,,,,,,2,
CGR02,2,1983,8,5,004b,tu,b,45,chortophag viridifas,,,,1,,,,,,,1,
CGR02,2,1983,8,8,000b,fl,a,4,hypochlora alba,1,,,,,,,,1,,2,
CGR02,2,1983,8,8,000b,fl,a,9,phoetaliot nebrascen,8,2,13,14,10,7,30,20,12,10,126,
CGR02,2,1983,8,8,000b,fl,a,10,melanoplus scudderi,1,,3,2,,9,3,2,,5,25,
CGR02,2,1983,8,8,000b,fl,a,15,melanoplus keeleri,,,,,,7,,1,1,8,17,
CGR02,2,1983,8,8,000b,fl,a,16,melanoplus bivittatu,,,,,,,,,,1,1,
CGR02,2,1983,8,8,000b,fl,a,8,hesperotet species,,,,,,4,5,1,1,,11,
CGR02,2,1983,8,8,000b,fl,a,27,orphulella speciosa,,,1,1,,1,,2,1,,6,
CGR02,2,1983,8,8,000b,fl,a,31,pseudopoma brachypte,1,,1,,,,,,1,,3,
CGR02,2,1983,8,8,000b,fl,b,4,hypochlora alba,,,,,,,,,,1,1,
CGR02,2,1983,8,8,000b,fl,b,9,phoetaliot nebrascen,5,5,3,12,,4,6,6,15,2,58,
CGR02,2,1983,8,8,000b,fl,b,10,melanoplus scudderi,,,7,3,9,,1,2,,,22,
CGR02,2,1983,8,8,000b,fl,b,15,melanoplus keeleri,,,1,,,,,,,,1,
CGR02,2,1983,8,8,000b,fl,b,8,hesperotet species,,1,,1,1,,2,,2,1,8,
CGR02,2,1983,8,8,000b,fl,b,25,eritettix simplex,,,,,,,1,,,,1,
CGR02,2,1983,8,8,000b,fl,b,27,orphulella speciosa,,1,,,3,1,1,1,,1,8,
CGR02,2,1983,8,8,000b,fl,b,31,pseudopoma brachypte,,,1,1,,,,,,1,3,
CGR02,2,1983,8,8,000b,tu,a,4,hypochlora alba,,,4,,,1,,,,,5,
CGR02,2,1983,8,8,000b,tu,a,9,phoetaliot nebrascen,6,6,5,1,3,,3,2,1,1,28,
CGR02,2,1983,8,8,000b,tu,a,10,melanoplus scudderi,1,,,,,2,1,,2,,6,
CGR02,2,1983,8,8,000b,tu,a,12,melanoplus femurrubr,,,1,1,,,2,,2,,6,
CGR02,2,1983,8,8,000b,tu,a,15,melanoplus keeleri,,1,,,,,,4,,,5,
CGR02,2,1983,8,8,000b,tu,a,8,hesperotet species,,,,,,1,,,,1,2,
CGR02,2,1983,8,8,000b,tu,a,27,orphulella speciosa,1,3,,1,,,1,,,,6,
CGR02,2,1983,8,8,000b,tu,a,31,pseudopoma brachypte,,1,,1,,,,,,,2,
CGR02,2,1983,8,8,000b,tu,b,4,hypochlora alba,,1,,,,,,,,,1,
CGR02,2,1983,8,8,000b,tu,b,9,phoetaliot nebrascen,,1,1,1,2,2,3,2,10,6,28,
CGR02,2,1983,8,8,000b,tu,b,10,melanoplus scudderi,1,1,4,3,,,1,1,1,1,13,
CGR02,2,1983,8,8,000b,tu,b,12,melanoplus femurrubr,,,3,4,1,4,6,,,,18,
CGR02,2,1983,8,8,000b,tu,b,15,melanoplus keeleri,,,,,,,1,2,,1,4,
CGR02,2,1983,8,8,000b,tu,b,27,orphulella speciosa,,1,1,,,1,,1,1,2,7,
CGR02,2,1983,8,8,000b,tu,b,29,mermiria bivittata,,,,,,,,,1,,1,
CGR02,2,1983,8,8,000b,tu,b,31,pseudopoma brachypte,,1,,,,,,,,,1,
CGR02,2,1983,8,8,n01b,fl,a,4,hypochlora alba,1,,1,,4,,,,,1,7,
CGR02,2,1983,8,8,n01b,fl,a,9,phoetaliot nebrascen,18,11,6,9,6,2,4,1,4,4,65,
CGR02,2,1983,8,8,n01b,fl,a,10,melanoplus scudderi,6,2,,,3,4,1,4,4,4,28,
CGR02,2,1983,8,8,n01b,fl,a,12,melanoplus femurrubr,1,,,1,1,,,,,1,4,
CGR02,2,1983,8,8,n01b,fl,a,15,melanoplus keeleri,,2,,1,,,,1,1,,5,
CGR02,2,1983,8,8,n01b,fl,a,8,hesperotet species,,,,,,,,2,,1,3,
CGR02,2,1983,8,8,n01b,fl,a,27,orphulella speciosa,1,1,,,,1,1,1,,,5,
CGR02,2,1983,8,8,n01b,fl,a,32,boopedon auriventr,,1,,,,,,,,,1,
CGR02,2,1983,8,8,n01b,fl,b,4,hypochlora alba,,,,,,,,,,1,1,
CGR02,2,1983,8,8,n01b,fl,b,9,phoetaliot nebrascen,9,5,,2,6,8,4,5,6,4,49,
CGR02,2,1983,8,8,n01b,fl,b,10,melanoplus scudderi,4,1,,,1,2,,4,6,2,20,
CGR02,2,1983,8,8,n01b,fl,b,12,melanoplus femurrubr,2,,,,,,,,,,2,
CGR02,2,1983,8,8,n01b,fl,b,15,melanoplus keeleri,,,1,,,1,,,5,3,10,
CGR02,2,1983,8,8,n01b,fl,b,8,hesperotet species,,1,,,,,,,,,1,
CGR02,2,1983,8,8,n01b,fl,b,27,orphulella speciosa,5,1,2,,1,1,2,,1,,13,
CGR02,2,1983,8,8,n01b,fl,b,29,mermiria bivittata,,,,,,,,,1,,1,
CGR02,2,1983,8,8,n01b,fl,b,32,boopedon auriventr,,,1,,,,,,,,1,
