block,plot,species,treatment,contacts,year
A,A9,Danthonia decumbens,wet,5,1995
A,A9,Festuca ovina,wet,52,1995
A,A9,Galium verum,wet,29,1995
A,A9,Helianthemum nummularium,wet,12,1995
A,A9,Helictotrichon pratense,wet,17,1995
A,A9,Koeleria macrantha,wet,13,1995
A,A9,Leontodon hispidus,wet,1,1995
A,A9,Linum catharticum,wet,2,1995
A,A9,Lotus corniculatus,wet,17,1995
A,A9,Potentilla erecta,wet,4,1995
A,A9,Ranunculus bulbosus,wet,1,1995
A,A9,Sanguisorba minor,wet,13,1995
A,A9,Scabiosa columbaria,wet,4,1995
B,B1,Agrostis,wet,24,1995
B,B1,Anthoxanthum odoratum,wet,4,1995
B,B1,Briza media,wet,1,1995
B,B1,Campanula rotundifolia,wet,1,1995
B,B1,Carex caryophyllea,wet,4,1995
B,B1,Carex flacca,wet,21,1995
B,B1,Carex panicea,wet,14,1995
B,B1,Cirsium arvense,wet,1,1995
B,B1,Danthonia decumbens,wet,5,1995
B,B1,Festuca ovina,wet,36,1995
B,B1,Helianthemum nummularium,wet,13,1995
B,B1,Helictotrichon pratense,wet,6,1995
B,B1,Hypericum pulchrum,wet,7,1995
B,B1,Koeleria macrantha,wet,2,1995
B,B1,Linum catharticum,wet,2,1995
B,B1,Plantago lanceolata,wet,2,1995
B,B1,Sanguisorba minor,wet,4,1995
B,B1,Scabiosa columbaria,wet,6,1995
B,B1,Thymus polytrichus,wet,8,1995
B,B3,Agrostis,warm dry,36,1995
B,B3,Campanula rotundifolia,warm dry,1,1995
B,B3,Carex caryophyllea,warm dry,2,1995
B,B3,Carex flacca,warm dry,17,1995
B,B3,Carex panicea,warm dry,11,1995
B,B3,Festuca ovina,warm dry,63,1995
B,B3,Helictotrichon pratense,warm dry,32,1995
B,B3,Koeleria macrantha,warm dry,3,1995
B,B3,Potentilla erecta,warm dry,12,1995
B,B3,Sanguisorba minor,warm dry,9,1995
B,B3,Viola riviniana,warm dry,4,1995
B,B5,Agrostis,warm,39,1995
B,B5,Campanula rotundifolia,warm,11,1995
B,B5,Carex caryophyllea,warm,1,1995
B,B5,Carex flacca,warm,19,1995
B,B5,Carex panicea,warm,14,1995
B,B5,Cirsium palustre,warm,1,1995
B,B5,Danthonia decumbens,warm,9,1995
B,B5,Deschampsia cespitosa,warm,4,1995
B,B5,Festuca ovina,warm,38,1995
B,B5,Galium saxatile,warm,5,1995
B,B5,Helictotrichon pratense,warm,1,1995
B,B5,Hypericum pulchrum,warm,13,1995
B,B5,Hypochaeris radicata,warm,1,1995
B,B5,Koeleria macrantha,warm,5,1995
B,B5,Lathyrus linifolius,warm,3,1995
B,B5,Pimpinella saxifraga,warm,2,1995
B,B5,Polygala vulgaris,warm,1,1995
B,B5,Potentilla erecta,warm,1,1995
B,B5,Sanguisorba minor,warm,1,1995
B,B6,Agrostis,control,26,1995
B,B6,Anthoxanthum odoratum,control,4,1995
B,B6,Carex flacca,control,9,1995
B,B6,Carex panicea,control,10,1995
B,B6,Cirsium palustre,control,2,1995
B,B6,Danthonia decumbens,control,2,1995
B,B6,Festuca ovina,control,43,1995
B,B6,Galium saxatile,control,1,1995
B,B6,Helianthemum nummularium,control,6,1995
B,B6,Helictotrichon pratense,control,1,1995
B,B6,Nardus stricta,control,24,1995
B,B6,Potentilla erecta,control,4,1995
B,B6,Scabiosa columbaria,control,3,1995
B,B7,Agrostis,dry,19,1995
B,B7,Anthoxanthum odoratum,dry,3,1995
B,B7,Campanula rotundifolia,dry,1,1995
B,B7,Carex caryophyllea,dry,1,1995
B,B7,Carex flacca,dry,14,1995
B,B7,Carex panicea,dry,14,1995
B,B7,Carex pulicaris,dry,1,1995
B,B7,Festuca ovina,dry,21,1995
B,B7,Helianthemum nummularium,dry,1,1995
B,B7,Helictotrichon pratense,dry,3,1995
B,B7,Potentilla erecta,dry,9,1995
B,B7,Sanguisorba minor,dry,10,1995
B,B7,Viola riviniana,dry,1,1995
B,B9,Agrostis,warm wet,9,1995
B,B9,Anthoxanthum odoratum,warm wet,5,1995
B,B9,Carex caryophyllea,warm wet,2,1995
B,B9,Carex flacca,warm wet,36,1995
B,B9,Carex panicea,warm wet,14,1995
B,B9,Dactylis glomerata,warm wet,4,1995
B,B9,Danthonia decumbens,warm wet,9,1995
B,B9,Festuca ovina,warm wet,28,1995
B,B9,Galium saxatile,warm wet,17,1995
B,B9,Helictotrichon pratense,warm wet,25,1995
B,B9,Hypericum pulchrum,warm wet,5,1995
B,B9,Koeleria macrantha,warm wet,1,1995
B,B9,Luzula campestris,warm wet,2,1995
B,B9,Plantago lanceolata,warm wet,6,1995
B,B9,Potentilla erecta,warm wet,29,1995
B,B9,Viola riviniana,warm wet,5,1995
C,C2,Agrostis,warm dry,51,1995
C,C2,Carex caryophyllea,warm dry,14,1995
C,C2,Carex flacca,warm dry,20,1995
C,C2,Carex panicea,warm dry,5,1995
C,C2,Centaurea nigra,warm dry,5,1995
C,C2,Danthonia decumbens,warm dry,1,1995
C,C2,Deschampsia cespitosa,warm dry,1,1995
C,C2,Festuca ovina,warm dry,83,1995
C,C2,Galium saxatile,warm dry,6,1995
C,C2,Helictotrichon pratense,warm dry,1,1995
C,C2,Hypericum pulchrum,warm dry,1,1995
C,C2,Koeleria macrantha,warm dry,7,1995
C,C2,Lathyrus linifolius,warm dry,1,1995
C,C2,Pimpinella saxifraga,warm dry,2,1995
C,C2,Plantago lanceolata,warm dry,1,1995
C,C2,Potentilla erecta,warm dry,9,1995
C,C2,Sanguisorba minor,warm dry,9,1995
C,C2,Viola riviniana,warm dry,6,1995
C,C3,Agrostis,control,52,1995
C,C3,Anthoxanthum odoratum,control,12,1995
C,C3,Campanula rotundifolia,control,5,1995
C,C3,Carex caryophyllea,control,11,1995
C,C3,Carex flacca,control,14,1995
C,C3,Carex panicea,control,12,1995
C,C3,Festuca ovina,control,19,1995
C,C3,Hypericum pulchrum,control,2,1995
C,C3,Koeleria macrantha,control,4,1995
C,C3,Lathyrus linifolius,control,1,1995
C,C3,Polygala serpyllifolia,control,2,1995
C,C3,Potentilla erecta,control,20,1995
C,C3,Sanguisorba minor,control,6,1995
C,C3,Viola riviniana,control,4,1995
C,C4,Agrostis,warm wet,51,1995
C,C4,Anthoxanthum odoratum,warm wet,4,1995
C,C4,Campanula rotundifolia,warm wet,1,1995
C,C4,Carex caryophyllea,warm wet,1,1995
C,C4,Carex flacca,warm wet,11,1995
C,C4,Carex panicea,warm wet,21,1995
C,C4,Dactylis glomerata,warm wet,2,1995
C,C4,Festuca ovina,warm wet,68,1995
C,C4,Galium saxatile,warm wet,1,1995
C,C4,Hypericum pulchrum,warm wet,2,1995
C,C4,Koeleria macrantha,warm wet,9,1995
C,C4,Lathyrus linifolius,warm wet,4,1995
C,C4,Lotus corniculatus,warm wet,3,1995
C,C4,Potentilla erecta,warm wet,8,1995
C,C4,Sanguisorba minor,warm wet,2,1995
C,C5,Agrostis,warm,30,1995
C,C5,Anthoxanthum odoratum,warm,4,1995
C,C5,Briza media,warm,3,1995
C,C5,Campanula rotundifolia,warm,9,1995
C,C5,Carex caryophyllea,warm,4,1995
C,C5,Carex flacca,warm,20,1995
C,C5,Carex panicea,warm,14,1995
C,C5,Danthonia decumbens,warm,3,1995
C,C5,Festuca ovina,warm,37,1995
C,C5,Helianthemum nummularium,warm,1,1995
C,C5,Helictotrichon pratense,warm,2,1995
C,C5,Hypericum pulchrum,warm,4,1995
C,C5,Koeleria macrantha,warm,9,1995
C,C5,Linum catharticum,warm,1,1995
C,C5,Lotus corniculatus,warm,9,1995
C,C5,Sanguisorba minor,warm,7,1995
C,C5,Scabiosa columbaria,warm,2,1995
C,C5,Viola riviniana,warm,6,1995
C,C7,Agrostis,dry,23,1995
C,C7,Anthoxanthum odoratum,dry,2,1995
C,C7,Briza media,dry,2,1995
C,C7,Campanula rotundifolia,dry,2,1995
C,C7,Carex caryophyllea,dry,3,1995
C,C7,Carex flacca,dry,5,1995
C,C7,Carex panicea,dry,3,1995
C,C7,Festuca ovina,dry,54,1995
C,C7,Galium sterneri,dry,3,1995
C,C7,Helianthemum nummularium,dry,12,1995
C,C7,Helictotrichon pratense,dry,4,1995
C,C7,Koeleria macrantha,dry,19,1995
C,C7,Lotus corniculatus,dry,6,1995
C,C7,Pimpinella saxifraga,dry,2,1995
C,C7,Sanguisorba minor,dry,2,1995
C,C7,Thymus polytrichus,dry,1,1995
C,C8,Agrostis,wet,18,1995
C,C8,Anthoxanthum odoratum,wet,7,1995
C,C8,Briza media,wet,1,1995
C,C8,Campanula rotundifolia,wet,6,1995
C,C8,Carex caryophyllea,wet,2,1995
C,C8,Carex flacca,wet,14,1995
C,C8,Carex panicea,wet,17,1995
C,C8,Carex pulicaris,wet,13,1995
C,C8,Festuca ovina,wet,77,1995
C,C8,Helianthemum nummularium,wet,2,1995
C,C8,Helictotrichon pratense,wet,8,1995
C,C8,Hypericum pulchrum,wet,1,1995
C,C8,Koeleria macrantha,wet,4,1995
C,C8,Linum catharticum,wet,1,1995
C,C8,Lotus corniculatus,wet,4,1995
C,C8,Potentilla erecta,wet,12,1995
C,C8,Sanguisorba minor,wet,3,1995
C,C8,Scabiosa columbaria,wet,5,1995
C,C8,Viola riviniana,wet,3,1995
D,D1,Agrostis,warm,19,1995
D,D1,Anthoxanthum odoratum,warm,2,1995
D,D1,Campanula rotundifolia,warm,7,1995
D,D1,Carex caryophyllea,warm,2,1995
D,D1,Carex flacca,warm,7,1995
D,D1,Carex panicea,warm,17,1995
D,D1,Danthonia decumbens,warm,10,1995
D,D1,Festuca ovina,warm,28,1995
D,D1,Helianthemum nummularium,warm,14,1995
D,D1,Helictotrichon pratense,warm,8,1995
D,D1,Hypericum pulchrum,warm,6,1995
D,D1,Koeleria macrantha,warm,2,1995
D,D1,Linum catharticum,warm,5,1995
D,D1,Lotus corniculatus,warm,1,1995
D,D1,Potentilla erecta,warm,2,1995
D,D1,Sanguisorba minor,warm,12,1995
D,D1,Scabiosa columbaria,warm,8,1995
D,D1,Thymus polytrichus,warm,1,1995
D,D1,Viola riviniana,warm,3,1995
D,D3,Agrostis,control,25,1995
D,D3,Campanula rotundifolia,control,1,1995
D,D3,Carex caryophyllea,control,2,1995
D,D3,Carex flacca,control,18,1995
D,D3,Carex panicea,control,14,1995
D,D3,Carex pulicaris,control,6,1995
D,D3,Festuca ovina,control,29,1995
D,D3,Helictotrichon pratense,control,1,1995
D,D3,Hypericum pulchrum,control,2,1995
D,D3,Koeleria macrantha,control,3,1995
D,D3,Linum catharticum,control,9,1995
D,D3,Lotus corniculatus,control,1,1995
D,D3,Pimpinella saxifraga,control,1,1995
D,D3,Potentilla erecta,control,1,1995
D,D3,Sanguisorba minor,control,2,1995
D,D3,Scabiosa columbaria,control,15,1995
D,D3,Viola riviniana,control,1,1995
D,D4,Agrostis,dry,47,1995
D,D4,Anthoxanthum odoratum,dry,1,1995
D,D4,Briza media,dry,1,1995
D,D4,Campanula rotundifolia,dry,6,1995
D,D4,Carex flacca,dry,21,1995
D,D4,Carex panicea,dry,24,1995
D,D4,Carex pulicaris,dry,1,1995
D,D4,Centaurea nigra,dry,9,1995
D,D4,Dactylis glomerata,dry,1,1995
D,D4,Danthonia decumbens,dry,1,1995
D,D4,Festuca ovina,dry,42,1995
D,D4,Helictotrichon pratense,dry,8,1995
D,D4,Koeleria macrantha,dry,4,1995
D,D4,Linum catharticum,dry,1,1995
D,D4,Sanguisorba minor,dry,18,1995
D,D4,Senecio jacobaea,dry,1,1995
D,D4,Viola riviniana,dry,1,1995
D,D6,Agrostis,warm wet,16,1995
D,D6,Anthoxanthum odoratum,warm wet,5,1995
D,D6,Campanula rotundifolia,warm wet,2,1995
D,D6,Carex caryophyllea,warm wet,3,1995
D,D6,Carex flacca,warm wet,20,1995
D,D6,Carex panicea,warm wet,15,1995
D,D6,Carex pulicaris,warm wet,25,1995
D,D6,Centaurea nigra,warm wet,1,1995
D,D6,Danthonia decumbens,warm wet,4,1995
D,D6,Festuca ovina,warm wet,37,1995
D,D6,Helictotrichon pratense,warm wet,9,1995
D,D6,Hypericum pulchrum,warm wet,1,1995
D,D6,Koeleria macrantha,warm wet,3,1995
D,D6,Linum catharticum,warm wet,5,1995
D,D6,Lotus corniculatus,warm wet,1,1995
D,D6,Sanguisorba minor,warm wet,9,1995
D,D6,Thymus polytrichus,warm wet,1,1995
D,D7,Agrostis,wet,27,1995
D,D7,Campanula rotundifolia,wet,3,1995
D,D7,Carex caryophyllea,wet,1,1995
D,D7,Carex flacca,wet,25,1995
D,D7,Carex panicea,wet,23,1995
D,D7,Carex pulicaris,wet,10,1995
D,D7,Festuca ovina,wet,33,1995
D,D7,Helictotrichon pratense,wet,3,1995
D,D7,Koeleria macrantha,wet,2,1995
D,D7,Linum catharticum,wet,4,1995
D,D7,Lotus corniculatus,wet,3,1995
D,D7,Polygala vulgaris,wet,1,1995
D,D7,Potentilla erecta,wet,5,1995
D,D7,Sanguisorba minor,wet,16,1995
D,D7,Scabiosa columbaria,wet,13,1995
D,D9,Agrostis,warm dry,26,1995
D,D9,Anthoxanthum odoratum,warm dry,4,1995
D,D9,Campanula rotundifolia,warm dry,6,1995
D,D9,Carex flacca,warm dry,13,1995
D,D9,Carex panicea,warm dry,19,1995
D,D9,Carex pulicaris,warm dry,18,1995
D,D9,Centaurea nigra,warm dry,1,1995
D,D9,Festuca ovina,warm dry,41,1995
D,D9,Helictotrichon pratense,warm dry,1,1995
D,D9,Koeleria macrantha,warm dry,2,1995
D,D9,Linum catharticum,warm dry,1,1995
D,D9,Potentilla erecta,warm dry,15,1995
D,D9,Sanguisorba minor,warm dry,4,1995
D,D9,Scabiosa columbaria,warm dry,2,1995
E,E1,Agrostis,warm wet,21,1995
E,E1,Campanula rotundifolia,warm wet,2,1995
E,E1,Carex caryophyllea,warm wet,1,1995
E,E1,Carex flacca,warm wet,15,1995
E,E1,Carex panicea,warm wet,8,1995
E,E1,Carex pulicaris,warm wet,5,1995
E,E1,Centaurea nigra,warm wet,1,1995
E,E1,Danthonia decumbens,warm wet,3,1995
E,E1,Festuca ovina,warm wet,66,1995
E,E1,Helianthemum nummularium,warm wet,8,1995
E,E1,Helictotrichon pratense,warm wet,9,1995
E,E1,Hypericum pulchrum,warm wet,1,1995
E,E1,Koeleria macrantha,warm wet,11,1995
E,E1,Origanum vulgare,warm wet,1,1995
E,E1,Plantago lanceolata,warm wet,1,1995
E,E1,Potentilla erecta,warm wet,6,1995
E,E1,Sanguisorba minor,warm wet,10,1995
E,E1,Scabiosa columbaria,warm wet,2,1995
E,E1,Viola riviniana,warm wet,2,1995
E,E3,Agrostis,dry,42,1995
E,E3,Anthoxanthum odoratum,dry,1,1995
E,E3,Campanula rotundifolia,dry,15,1995
E,E3,Carex caryophyllea,dry,2,1995
E,E3,Carex flacca,dry,31,1995
E,E3,Carex panicea,dry,16,1995
E,E3,Danthonia decumbens,dry,2,1995
E,E3,Festuca ovina,dry,30,1995
E,E3,Helianthemum nummularium,dry,4,1995
E,E3,Helictotrichon pratense,dry,8,1995
E,E3,Hypericum pulchrum,dry,1,1995
E,E3,Koeleria macrantha,dry,2,1995
E,E3,Lotus corniculatus,dry,1,1995
E,E3,Pimpinella saxifraga,dry,1,1995
E,E3,Potentilla erecta,dry,5,1995
E,E3,Sanguisorba minor,dry,8,1995
E,E3,Succisa pratensis,dry,1,1995
E,E3,Viola riviniana,dry,2,1995
E,E4,Agrostis,control,43,1995
E,E4,Anthoxanthum odoratum,control,3,1995
E,E4,Campanula rotundifolia,control,1,1995
E,E4,Carex caryophyllea,control,5,1995
E,E4,Carex flacca,control,25,1995
E,E4,Carex hostiana,control,2,1995
E,E4,Carex panicea,control,34,1995
E,E4,Carex pulicaris,control,5,1995
E,E4,Festuca ovina,control,49,1995
E,E4,Helictotrichon pratense,control,1,1995
E,E4,Koeleria macrantha,control,1,1995
E,E4,Lathyrus linifolius,control,4,1995
E,E4,Linum catharticum,control,1,1995
E,E4,Lotus corniculatus,control,3,1995
E,E4,Potentilla erecta,control,2,1995
E,E4,Sanguisorba minor,control,10,1995
E,E4,Scabiosa columbaria,control,1,1995
E,E4,Viola riviniana,control,2,1995
E,E6,Agrostis,wet,23,1995
E,E6,Anthoxanthum odoratum,wet,6,1995
E,E6,Carex caryophyllea,wet,4,1995
E,E6,Carex flacca,wet,13,1995
E,E6,Carex hostiana,wet,4,1995
E,E6,Carex panicea,wet,19,1995
E,E6,Carex pulicaris,wet,8,1995
E,E6,Cirsium arvense,wet,7,1995
E,E6,Danthonia decumbens,wet,4,1995
E,E6,Festuca ovina,wet,63,1995
E,E6,Holcus lanatus,wet,1,1995
E,E6,Koeleria macrantha,wet,8,1995
E,E6,Linum catharticum,wet,7,1995
E,E6,Luzula campestris,wet,1,1995
E,E6,Pimpinella saxifraga,wet,2,1995
E,E6,Plantago lanceolata,wet,2,1995
E,E6,Potentilla erecta,wet,1,1995
E,E6,Sanguisorba minor,wet,5,1995
E,E7,Agrostis,warm,59,1995
E,E7,Anthoxanthum odoratum,warm,14,1995
E,E7,Campanula rotundifolia,warm,1,1995
E,E7,Carex caryophyllea,warm,6,1995
E,E7,Carex flacca,warm,9,1995
E,E7,Carex hostiana,warm,1,1995
E,E7,Carex panicea,warm,13,1995
E,E7,Carex pulicaris,warm,13,1995
E,E7,Centaurea nigra,warm,1,1995
E,E7,Cirsium palustre,warm,1,1995
E,E7,Deschampsia cespitosa,warm,2,1995
E,E7,Festuca ovina,warm,67,1995
E,E7,Helictotrichon pratense,warm,2,1995
E,E7,Holcus lanatus,warm,3,1995
E,E7,Koeleria macrantha,warm,14,1995
E,E7,Lotus corniculatus,warm,1,1995
E,E7,Potentilla erecta,warm,11,1995
E,E7,Sanguisorba minor,warm,6,1995
E,E7,Thymus polytrichus,warm,4,1995
E,E8,Agrostis,warm dry,24,1995
E,E8,Anthoxanthum odoratum,warm dry,6,1995
E,E8,Campanula rotundifolia,warm dry,4,1995
E,E8,Carex caryophyllea,warm dry,5,1995
E,E8,Carex flacca,warm dry,14,1995
E,E8,Carex hostiana,warm dry,2,1995
E,E8,Carex panicea,warm dry,10,1995
E,E8,Carex pulicaris,warm dry,15,1995
E,E8,Danthonia decumbens,warm dry,2,1995
E,E8,Festuca ovina,warm dry,61,1995
E,E8,Helictotrichon pratense,warm dry,7,1995
E,E8,Koeleria macrantha,warm dry,8,1995
E,E8,Linum catharticum,warm dry,4,1995
E,E8,Luzula campestris,warm dry,1,1995
E,E8,Plantago lanceolata,warm dry,1,1995
E,E8,Sanguisorba minor,warm dry,5,1995
E,E8,Scabiosa columbaria,warm dry,1,1995
E,E8,Thymus polytrichus,warm dry,2,1995
A,A1,Agrostis,warm,16,1996
A,A1,Campanula rotundifolia,warm,8,1996
A,A1,Carex caryophyllea,warm,2,1996
A,A1,Carex flacca,warm,15,1996
A,A1,Carex pulicaris,warm,1,1996
A,A1,Centaurea nigra,warm,6,1996
A,A1,Cirsium palustre,warm,2,1996
A,A1,Festuca ovina,warm,22,1996
A,A1,Festuca rubra,warm,2,1996
A,A1,Galium saxatile,warm,2,1996
A,A1,Helianthemum nummularium,warm,9,1996
A,A1,Helictotrichon pratense,warm,11,1996
A,A1,Hypericum pulchrum,warm,2,1996
A,A1,Koeleria macrantha,warm,2,1996
A,A1,Scabiosa columbaria,warm,15,1996
A,A1,Thymus polytrichus,warm,1,1996
A,A3,Agrostis,control,7,1996
A,A3,Anthoxanthum odoratum,control,3,1996
A,A3,Briza media,control,1,1996
A,A3,Campanula rotundifolia,control,3,1996
A,A3,Carex caryophyllea,control,1,1996
A,A3,Carex flacca,control,17,1996
A,A3,Carex panicea,control,17,1996
A,A3,Cirsium palustre,control,3,1996
A,A3,Festuca ovina,control,37,1996
A,A3,Festuca rubra,control,4,1996
A,A3,Helianthemum nummularium,control,9,1996
A,A3,Helictotrichon pratense,control,4,1996
A,A3,Helictotrichon pubescens,control,2,1996
A,A3,Lotus corniculatus,control,24,1996
A,A3,Plantago lanceolata,control,1,1996
A,A3,Primula veris,control,1,1996
A,A3,Sanguisorba minor,control,3,1996
A,A3,Scabiosa columbaria,control,3,1996
A,A6,Agrostis,dry,8,1996
A,A6,Anthoxanthum odoratum,dry,3,1996
A,A6,Campanula rotundifolia,dry,4,1996
A,A6,Carex caryophyllea,dry,2,1996
A,A6,Carex flacca,dry,14,1996
A,A6,Carex panicea,dry,2,1996
A,A6,Carex pulicaris,dry,1,1996
A,A6,Centaurea nigra,dry,1,1996
A,A6,Danthonia decumbens,dry,1,1996
A,A6,Festuca ovina,dry,29,1996
A,A6,Helianthemum nummularium,dry,9,1996
A,A6,Helictotrichon pratense,dry,6,1996
A,A6,Koeleria macrantha,dry,4,1996
A,A6,Lotus corniculatus,dry,7,1996
A,A6,Sanguisorba minor,dry,6,1996
A,A6,Scabiosa columbaria,dry,19,1996
A,A6,Thymus polytrichus,dry,5,1996
A,A7,Agrostis,warm wet,19,1996
A,A7,Campanula rotundifolia,warm wet,14,1996
A,A7,Carex caryophyllea,warm wet,1,1996
A,A7,Carex flacca,warm wet,36,1996
A,A7,Carex panicea,warm wet,3,1996
A,A7,Festuca ovina,warm wet,37,1996
A,A7,Helianthemum nummularium,warm wet,1,1996
A,A7,Helictotrichon pratense,warm wet,20,1996
A,A7,Koeleria macrantha,warm wet,7,1996
A,A7,Lotus corniculatus,warm wet,2,1996
A,A7,Plantago lanceolata,warm wet,1,1996
A,A7,Potentilla erecta,warm wet,5,1996
A,A7,Sanguisorba minor,warm wet,3,1996
A,A7,Scabiosa columbaria,warm wet,2,1996
A,A8,Agrostis,warm dry,9,1996
A,A8,Anthoxanthum odoratum,warm dry,2,1996
A,A8,Campanula rotundifolia,warm dry,4,1996
A,A8,Carex caryophyllea,warm dry,1,1996
A,A8,Carex flacca,warm dry,16,1996
A,A8,Danthonia decumbens,warm dry,1,1996
A,A8,Festuca ovina,warm dry,43,1996
A,A8,Helianthemum nummularium,warm dry,1,1996
A,A8,Helictotrichon pratense,warm dry,1,1996
A,A8,Hypericum pulchrum,warm dry,1,1996
A,A8,Hypochaeris radicata,warm dry,2,1996
A,A8,Koeleria macrantha,warm dry,6,1996
A,A8,Plantago lanceolata,warm dry,2,1996
A,A8,Potentilla erecta,warm dry,2,1996
A,A8,Sanguisorba minor,warm dry,10,1996
A,A8,Scabiosa columbaria,warm dry,11,1996
A,A8,Thymus polytrichus,warm dry,7,1996
A,A8,Viola riviniana,warm dry,1,1996
A,A9,Agrostis,wet,12,1996
A,A9,Anthoxanthum odoratum,wet,4,1996
A,A9,Campanula rotundifolia,wet,2,1996
A,A9,Carex flacca,wet,32,1996
A,A9,Carex panicea,wet,14,1996
A,A9,Carex pulicaris,wet,11,1996
A,A9,Festuca ovina,wet,11,1996
A,A9,Galium verum,wet,5,1996
A,A9,Helianthemum nummularium,wet,13,1996
A,A9,Helictotrichon pratense,wet,5,1996
A,A9,Koeleria macrantha,wet,2,1996
A,A9,Lotus corniculatus,wet,11,1996
A,A9,Potentilla erecta,wet,21,1996
A,A9,Sanguisorba minor,wet,7,1996
A,A9,Scabiosa columbaria,wet,3,1996
A,A9,Thymus polytrichus,wet,2,1996
A,A9,Viola riviniana,wet,1,1996
B,B1,Agrostis,wet,28,1996
B,B1,Anthoxanthum odoratum,wet,7,1996
B,B1,Campanula rotundifolia,wet,3,1996
B,B1,Carex caryophyllea,wet,2,1996
B,B1,Carex flacca,wet,34,1996
B,B1,Carex panicea,wet,10,1996
B,B1,Carex pulicaris,wet,1,1996
B,B1,Cirsium palustre,wet,2,1996
B,B1,Deschampsia cespitosa,wet,7,1996
B,B1,Festuca ovina,wet,19,1996
B,B1,Galium saxatile,wet,3,1996
B,B1,Helianthemum nummularium,wet,4,1996
B,B1,Helictotrichon pratense,wet,1,1996
B,B1,Lotus corniculatus,wet,8,1996
B,B1,Potentilla erecta,wet,12,1996
B,B1,Sanguisorba minor,wet,7,1996
B,B1,Scabiosa columbaria,wet,1,1996
B,B1,Thymus polytrichus,wet,3,1996
B,B1,Viola riviniana,wet,1,1996
B,B3,Agrostis,warm dry,11,1996
B,B3,Campanula rotundifolia,warm dry,13,1996
B,B3,Carex caryophyllea,warm dry,6,1996
B,B3,Carex flacca,warm dry,7,1996
B,B3,Carex panicea,warm dry,3,1996
B,B3,Festuca ovina,warm dry,32,1996
B,B3,Festuca rubra,warm dry,2,1996
B,B3,Galium saxatile,warm dry,4,1996
B,B3,Helictotrichon pratense,warm dry,1,1996
B,B3,Koeleria macrantha,warm dry,9,1996
B,B3,Plantago lanceolata,warm dry,5,1996
B,B3,Potentilla erecta,warm dry,1,1996
B,B3,Sanguisorba minor,warm dry,2,1996
B,B3,Taraxacum officinale,warm dry,1,1996
B,B5,Agrostis,warm,10,1996
B,B5,Campanula rotundifolia,warm,7,1996
B,B5,Carex caryophyllea,warm,4,1996
B,B5,Carex flacca,warm,16,1996
B,B5,Carex pulicaris,warm,12,1996
B,B5,Danthonia decumbens,warm,1,1996
B,B5,Festuca ovina,warm,24,1996
B,B5,Galium saxatile,warm,6,1996
B,B5,Helictotrichon pratense,warm,12,1996
B,B5,Hypericum pulchrum,warm,3,1996
B,B5,Hypochaeris radicata,warm,3,1996
B,B5,Koeleria macrantha,warm,9,1996
B,B5,Plantago lanceolata,warm,4,1996
B,B5,Potentilla erecta,warm,1,1996
B,B6,Agrostis,control,35,1996
B,B6,Anthoxanthum odoratum,control,3,1996
B,B6,Carex flacca,control,16,1996
B,B6,Carex panicea,control,2,1996
B,B6,Danthonia decumbens,control,3,1996
B,B6,Festuca ovina,control,25,1996
B,B6,Lotus corniculatus,control,7,1996
B,B6,Nardus stricta,control,19,1996
B,B6,Potentilla erecta,control,8,1996
B,B7,Agrostis,dry,15,1996
B,B7,Anthoxanthum odoratum,dry,2,1996
B,B7,Campanula rotundifolia,dry,2,1996
B,B7,Carex flacca,dry,12,1996
B,B7,Carex panicea,dry,6,1996
B,B7,Danthonia decumbens,dry,6,1996
B,B7,Festuca ovina,dry,46,1996
B,B7,Helianthemum nummularium,dry,1,1996
B,B7,Helictotrichon pratense,dry,1,1996
B,B7,Koeleria macrantha,dry,3,1996
B,B7,Lotus corniculatus,dry,3,1996
B,B7,Potentilla erecta,dry,3,1996
B,B7,Ranunculus bulbosus,dry,1,1996
B,B7,Sanguisorba minor,dry,3,1996
B,B9,Agrostis,warm wet,8,1996
B,B9,Anthoxanthum odoratum,warm wet,9,1996
B,B9,Campanula rotundifolia,warm wet,9,1996
B,B9,Carex caryophyllea,warm wet,10,1996
B,B9,Carex flacca,warm wet,39,1996
B,B9,Carex panicea,warm wet,5,1996
B,B9,Carex pulicaris,warm wet,1,1996
B,B9,Danthonia decumbens,warm wet,3,1996
B,B9,Festuca ovina,warm wet,76,1996
B,B9,Helictotrichon pratense,warm wet,4,1996
B,B9,Hypericum pulchrum,warm wet,1,1996
B,B9,Koeleria macrantha,warm wet,4,1996
B,B9,Plantago lanceolata,warm wet,2,1996
B,B9,Potentilla erecta,warm wet,11,1996
B,B9,Sanguisorba minor,warm wet,2,1996
B,B9,Scabiosa columbaria,warm wet,3,1996
B,B9,Taraxacum officinale,warm wet,2,1996
B,B9,Viola riviniana,warm wet,4,1996
C,C2,Agrostis,warm dry,32,1996
C,C2,Anthoxanthum odoratum,warm dry,3,1996
C,C2,Campanula rotundifolia,warm dry,2,1996
C,C2,Carex caryophyllea,warm dry,8,1996
C,C2,Carex flacca,warm dry,6,1996
C,C2,Carex panicea,warm dry,1,1996
C,C2,Festuca ovina,warm dry,52,1996
C,C2,Hypochaeris radicata,warm dry,5,1996
C,C2,Koeleria macrantha,warm dry,2,1996
C,C2,Luzula campestris,warm dry,1,1996
C,C2,Potentilla erecta,warm dry,17,1996
