site,block,species,value,dataset_id,year,treatment,treatment_type,design,timepoints,time_since_disturbance,realm,taxon,metric,unit,comment
site_-1000,3,BRACHY,1,hershey_2016,1987,control_-1000,eutrophication,AC,T3,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,3,BRACHY,1,hershey_2016,1987,control_-400,eutrophication,AC,T3,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,BRACHY,3,hershey_2016,1987,impact_140,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,3,BRACHY,1,hershey_2016,1987,impact_590,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,3,BRACHY,12,hershey_2016,1987,impact_1000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,3,BRACHY,7,hershey_2016,1987,impact_1400,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,3,BRACHY,2,hershey_2016,1987,impact_2000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,3,BRACHY,16,hershey_2016,1987,impact_3000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_4000,3,BRACHY,5,hershey_2016,1987,impact_4000,eutrophication,AI,T3,3,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,1,BRACHY,9,hershey_2016,1988,control_-1000,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,1,BRACHY,4,hershey_2016,1988,control_-500,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,1,BRACHY,4,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,1,BRACHY,2,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,1,BRACHY,9,hershey_2016,1988,impact_340,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,1,BRACHY,12,hershey_2016,1988,impact_590,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,1,BRACHY,7,hershey_2016,1988,impact_740,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,1,BRACHY,4,hershey_2016,1988,impact_1000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,1,BRACHY,5,hershey_2016,1988,impact_1400,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,1,BRACHY,48,hershey_2016,1988,impact_2000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,1,BRACHY,57,hershey_2016,1988,impact_2500,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,1,BRACHY,41,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,2,BRACHY,6,hershey_2016,1988,control_-1000,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,2,BRACHY,6,hershey_2016,1988,control_-500,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,2,BRACHY,10,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-100,2,BRACHY,6,hershey_2016,1988,control_-100,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,2,BRACHY,11,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,2,BRACHY,23,hershey_2016,1988,impact_340,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,2,BRACHY,5,hershey_2016,1988,impact_590,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,2,BRACHY,10,hershey_2016,1988,impact_740,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,2,BRACHY,28,hershey_2016,1988,impact_1000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,2,BRACHY,30,hershey_2016,1988,impact_1400,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,2,BRACHY,1,hershey_2016,1988,impact_2000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,2,BRACHY,46,hershey_2016,1988,impact_2500,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,2,BRACHY,14,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-1000,3,BRACHY,6,hershey_2016,1988,control_-1000,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-500,3,BRACHY,9,hershey_2016,1988,control_-500,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-400,3,BRACHY,5,hershey_2016,1988,control_-400,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-100,3,BRACHY,1,hershey_2016,1988,control_-100,eutrophication,AC,T4,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_140,3,BRACHY,1,hershey_2016,1988,impact_140,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,3,BRACHY,46,hershey_2016,1988,impact_340,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_590,3,BRACHY,4,hershey_2016,1988,impact_590,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_740,3,BRACHY,14,hershey_2016,1988,impact_740,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1000,3,BRACHY,6,hershey_2016,1988,impact_1000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_1400,3,BRACHY,50,hershey_2016,1988,impact_1400,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2000,3,BRACHY,10,hershey_2016,1988,impact_2000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_2500,3,BRACHY,39,hershey_2016,1988,impact_2500,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_3000,3,BRACHY,10,hershey_2016,1988,impact_3000,eutrophication,AI,T4,4,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_-110,A,BRACHY,2,hershey_2016,1993,control_-110,eutrophication,AC,T5,,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
site_340,A,BRACHY,1,hershey_2016,1993,impact_340,eutrophication,AI,T5,9,freshwater,invertebrates,count,ind per sample,Treatment variable shows the distance above (negative values) and downstream (positive values) of a nutrient source.
