year,site,block,treatment,species,value,dataset_id,treatment_type,timepoints,design,realm,taxon,metric,unit,comment,time_since_disturbance
2008,NAPL,9,annual,Unidentified Cottidae,0.01015625,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Oxylebius pictus,0.053125,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Chromis punctipinnis,0.0546875,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Rhacochilus vacca,0.0109375,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Embiotoca jacksoni,0.00078125,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Embiotoca lateralis,0.00078125,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Hypsurus caryi,0.0046875,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Oxyjulis californica,0.0671875,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Paralabrax clathratus,0.00546875,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Rhacochilus toxotes,0.0015625,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Sebastes carnatus,0.0015625,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Sebastes chrysomelas,0.0015625,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Scorpaenichthys marmoratus,0.0015625,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Sphyraena argentea,0.0171875,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2008,NAPL,9,annual,Semicossyphus pulcher,0.0109375,reed_2020a,kelp removal,T1,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",0
2009,AQUE,4,control,Gibbonsia,0.0015625,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Rhinogobiops nicholsii,0.0375,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Unidentified Cottidae,0.01484375,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Citharichthys stigmaeus,0.00703125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Leiocottus hirundo,0.0046875,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Oxylebius pictus,0.034375,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Cephaloscyllium ventriosum,0.00078125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Rhacochilus vacca,0.00546875,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Embiotoca jacksoni,0.0171875,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Embiotoca lateralis,0.00078125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Unidentified Surfperch spp.,0.00078125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Hypsurus caryi,0.0125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Heterostichus rostratus,0.003125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Oxyjulis californica,0.025,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Paralabrax clathratus,0.00390625,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Paralabrax nebulifer,0.00078125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Rhacochilus toxotes,0.0015625,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Sebastes atrovirens,0.0109375,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Sebastes auriculatus,0.00078125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Sebastes chrysomelas,0.0015625,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Scorpaena guttata,0.00078125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Scorpaenichthys marmoratus,0.00234375,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Sebastes miniatus,0.00078125,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
2009,AQUE,4,control,Semicossyphus pulcher,0.00234375,reed_2020a,kelp removal,T2,AI,marine,fish,density,ind per m2,"Cryptic and Mobile surveys pooled. Multiple annual surveys pooled into one with total abundances standardized by total sampled area. Two transects per site, each with a different treatment.",
